الرقم_الضريبي,السنة,القطاع,القسم_كود,المجموع_كود,الفرع_كود,المبيعات_جنيه,المبيعات_بعد_التضخم,الإيرادات_جنيه,الموظفون,رأس_المال_المدفوع_جنيه,ضريبة_القيمة_المضافة_المتوقعة,ضريبة_القيمة_المضافة_المصرح_بها,عدد الفروع,فئة_SME,سنة_البداية,اسم_الشركة,عمر_المنشأة,نمو_المبيعات,النمو_الحقيقي_للمبيعات,نمو_الموظفين,العائد_على_رأس_المال,score,نسبة_التضخم
334526776,2023,الأنشطة المهنية والعلمية والتقنية,M7,M70,M7020,179067064.0,135726786.52639237,185086299.0,38,3845813.0,25069389.0,26975205.0,1,medium,2010,مصر صلب ذ.م.م,14,0.0369219284064517,-0.1569959591384381,0.0857142857142856,48.12670272839579,7.03,0.31932
334526776,2024,الأنشطة المهنية والعلمية والتقنية,M7,M70,M7020,180070434.0,132687667.82108909,176041271.0,40,3845813.0,25209861.0,17993954.0,1,medium,2010,مصر صلب ذ.م.م,15,0.0056033196590523,-0.02239144374579527,0.0526315789473683,45.774787021625855,6.15,0.3571
334526776,2025,الأنشطة المهنية والعلمية والتقنية,M7,M70,M7020,185707523.0,149824544.57442516,182767305.0,43,3845813.0,25999053.0,24336682.0,1,medium,2010,مصر صلب ذ.م.م,16,0.0313049114992414,0.12915199305818503,0.0749999999999999,47.52371085125564,6.87,0.2395
334539312,2023,الأنشطة المالية وأنشطة التأمين,K6,K66,K6611,18641336.0,18641336.0,49953809.0,20,1497913.0,7212364.0,6057547.0,5,small,2023,مصر تجارة ذ.م.م,1,,,,33.34893882354983,4.7,0.0
334539312,2024,الأنشطة المالية وأنشطة التأمين,K6,K66,K6611,53017974.0,39067109.27713507,55929304.0,6,1497913.0,7422516.0,7619171.0,5,medium,2023,مصر تجارة ذ.م.م,2,1.844108061782696,1.095724752621543,-0.7,37.3381524828211,5.16,0.3571
334539312,2025,الأنشطة المالية وأنشطة التأمين,K6,K66,K6611,55150407.0,44494075.83703106,51415915.0,7,1497913.0,7721057.0,7595787.0,5,medium,2023,مصر تجارة ذ.م.م,3,0.0402209446932091,0.13891395243497717,0.1666666666666667,34.32503423096001,5.3,0.2395
334629796,2021,أنشطة الإقامة وخدمات الطعام,I5,I56,I5629,6555172.0,6555172.0,6858724.0,10,653333.0,917724.0,715380.0,8,small,2007,حورس تقنية ش.م.م,15,,,,10.49805229492464,5.23,0.0
334629796,2022,أنشطة الإقامة وخدمات الطعام,I5,I56,I5629,9869456.0,9201517.821348326,10649995.0,11,653333.0,1381724.0,973206.0,8,small,2007,حورس تقنية ش.م.م,16,0.5055983275496052,0.4037034911285815,0.1,16.301021071949528,6.25,0.07259
334629796,2023,أنشطة الإقامة وخدمات الطعام,I5,I56,I5629,10000600.0,7580117.029985144,10875155.0,11,653333.0,1400084.0,1352864.0,8,small,2007,حورس تقنية ش.م.م,17,0.0132878651062429,-0.17621014520032674,0.0,16.645653900843826,4.8,0.31932
334629796,2024,أنشطة الإقامة وخدمات الطعام,I5,I56,I5629,10173672.0,7496626.630314642,9474216.0,12,653333.0,1424314.0,1067359.0,8,small,2007,حورس تقنية ش.م.م,18,0.017306161630302,-0.011014394545656003,0.0909090909090908,14.501358419060418,5.37,0.3571
334629796,2025,أنشطة الإقامة وخدمات الطعام,I5,I56,I5629,10386486.0,8379577.248890681,9507818.0,14,653333.0,1454108.0,1397550.0,8,small,2007,حورس تقنية ش.م.م,19,0.020918110982937,0.11777972441705842,0.1666666666666667,14.55279007795412,5.67,0.2395
334678143,2021,التعليم,P8,P85,P8550,173842739.0,173842739.0,183049569.0,69,4136985.0,24337983.0,25515887.0,1,medium,2018,النيل خدمات ش.ذ.م.م,4,,,,44.247095167132585,5.96,0.0
334678143,2022,التعليم,P8,P85,P8550,181263910.0,168996457.173757,166168393.0,75,4136985.0,25376947.0,19549748.0,1,medium,2018,النيل خدمات ش.ذ.م.م,5,0.042688990306348,-0.02787738995669531,0.0869565217391303,40.16654471795281,7.05,0.07259
334678143,2023,التعليم,P8,P85,P8550,181953052.0,137914267.95621985,199003155.0,76,4136985.0,25473427.0,25198446.0,1,medium,2018,النيل خدمات ش.ذ.م.م,6,0.0038018709846874,-0.1839221350396676,0.0133333333333334,48.10342677094551,6.18,0.31932
334678143,2024,التعليم,P8,P85,P8550,176732662.0,130228179.20565912,185386629.0,76,4136985.0,24742573.0,21761986.0,1,medium,2018,النيل خدمات ش.ذ.م.م,7,-0.0286908625198548,-0.055730917942447,0.0,44.81201382165997,5.56,0.3571
334678143,2025,التعليم,P8,P85,P8550,181299741.0,146268447.76119402,186858426.0,79,4136985.0,25381964.0,23601193.0,1,medium,2018,النيل خدمات ش.ذ.م.م,8,0.0258417371657084,0.12317048931632346,0.0394736842105263,45.167779433573,6.82,0.2395
334702026,2021,الأنشطة العقارية,L6,L68,L6810,11474933.0,11474933.0,12606911.0,10,857659.0,1606491.0,1359999.0,1,small,2015,النيل زراعة ش.ذ.م.م,7,,,,14.69921145816694,2.96,0.0
334702026,2022,الأنشطة العقارية,L6,L68,L6810,12136249.0,11314900.381319983,13277628.0,10,857659.0,1699075.0,1664534.0,1,small,2015,النيل زراعة ش.ذ.م.م,8,0.057631360461974,-0.013946279135574668,0.0,15.481243711078646,3.46,0.07259
334702026,2023,الأنشطة العقارية,L6,L68,L6810,11690506.0,8861008.701452263,11246366.0,9,857659.0,1636671.0,1362908.0,1,small,2015,النيل زراعة ش.ذ.م.م,9,-0.0367282345640732,-0.2168725836878691,-0.0999999999999999,13.112864203605396,2.33,0.31932
334702026,2024,الأنشطة العقارية,L6,L68,L6810,12278910.0,9047903.61800899,11396116.0,8,857659.0,1719047.0,1843281.0,1,small,2015,النيل زراعة ش.ذ.م.م,10,0.0503317820460464,0.021091833091879897,-0.1111111111111111,13.287467396715943,2.97,0.3571
334702026,2025,الأنشطة العقارية,L6,L68,L6810,13221228.0,10666581.686163776,13228837.0,8,857659.0,1850972.0,1503897.0,1,small,2015,النيل زراعة ش.ذ.م.م,11,0.0767428053467287,0.17890089643892337,0.0,15.424355134150051,3.48,0.2395
334817017,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4711,118570555.0,118570555.0,129134160.0,56,4881609.0,18444309.0,15554999.0,1,medium,2024,الجيزة منسوجات ش.ذ.م.م,1,,,,26.453196067116394,5.2,0.0
334817017,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4711,135507045.0,109323957.24082291,148749831.0,58,4881609.0,18970986.0,16927405.0,1,medium,2024,الجيزة منسوجات ش.ذ.م.م,2,0.1428389198313189,-0.07798392913971841,0.0357142857142858,30.47147590067128,5.75,0.2395
334836535,2021,الصناعة التحويلية,C2,C20,C2030,19450915.0,19450915.0,19056412.0,5,625590.0,2723128.0,2664039.0,1,small,2010,الجيزة لوجستيات ش.ذ.م.م,12,,,,30.46150354065762,4.93,0.0
334836535,2022,الصناعة التحويلية,C2,C20,C2030,19387500.0,18075406.25961458,18826218.0,5,625590.0,2714250.0,2957435.0,1,small,2010,الجيزة لوجستيات ش.ذ.م.م,13,-0.0032602579364517,-0.07071691693606297,0.0,30.093540497770103,4.5,0.07259
334836535,2023,الصناعة التحويلية,C2,C20,C2030,19491937.0,14774229.906315373,21280239.0,5,625590.0,2728871.0,2667896.0,1,small,2010,الجيزة لوجستيات ش.ذ.م.م,14,0.0053868214055448,-0.18263359096248588,0.0,34.01627104013811,5.32,0.31932
334836535,2024,الصناعة التحويلية,C2,C20,C2030,20163381.0,14857697.295704076,20455141.0,5,625590.0,2822873.0,2938498.0,1,small,2010,الجيزة لوجستيات ش.ذ.م.م,15,0.0344472691451855,0.0056495255534789734,0.0,32.69735929282757,4.49,0.3571
334836535,2025,الصناعة التحويلية,C2,C20,C2030,21250998.0,17144814.84469544,20277285.0,5,625590.0,2975140.0,2905061.0,1,small,2010,الجيزة لوجستيات ش.ذ.م.م,16,0.0539402097297074,0.1539348597210053,0.0,32.41305807317892,5.16,0.2395
334863305,2021,الصناعة التحويلية,C1,C16,C1610,139661570.0,139661570.0,141836276.0,57,10844910.0,19552620.0,18839765.0,1,medium,2010,مصر منسوجات محدودة,12,,,,13.0786033263531,6.34,0.0
334863305,2022,الصناعة التحويلية,C1,C16,C1610,146675458.0,136748858.37085932,134416695.0,58,10844910.0,20534564.0,15429631.0,1,medium,2010,مصر منسوجات محدودة,13,0.0502206011288575,-0.02085549825296018,0.0175438596491228,12.394450023098392,6.72,0.07259
334863305,2023,الصناعة التحويلية,C1,C16,C1610,147100783.0,111497425.1887336,145840252.0,58,10844910.0,20594110.0,21228848.0,1,medium,2010,مصر منسوجات محدودة,14,0.002899769367006,-0.18465553192147688,0.0,13.447806574697257,6.83,0.31932
334863305,2024,الصناعة التحويلية,C1,C16,C1610,161415746.0,118941674.15813132,159299614.0,58,10844910.0,22598204.0,15962755.0,1,medium,2010,مصر منسوجات محدودة,15,0.0973139823463753,0.0667661065427898,0.0,14.688882987502891,6.7,0.3571
334863305,2025,الصناعة التحويلية,C1,C16,C1610,168865034.0,136236413.0697862,166511051.0,55,10844910.0,23641105.0,17785876.0,1,medium,2010,مصر منسوجات محدودة,16,0.0461496984315272,0.14540520834322335,-0.0517241379310344,15.353843508152671,6.52,0.2395
334996991,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4761,53988474.0,53988474.0,53060431.0,8,831097.0,7558386.0,8235423.0,1,medium,2008,الأهرام خدمات ش.ذ.م.م,14,,,,63.84384855197408,5.41,0.0
334996991,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4761,57311103.0,53432442.03283641,53719784.0,8,831097.0,8023554.0,7588400.0,1,medium,2008,الأهرام خدمات ش.ذ.م.م,15,0.0615433027427299,-0.01029908656361711,0.0,64.63720119312187,6.01,0.07259
334996991,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4761,56738324.0,43005733.25652609,55208503.0,7,831097.0,7943365.0,6839971.0,1,medium,2008,الأهرام خدمات ش.ذ.م.م,16,-0.0099942065327202,-0.1951381666198726,-0.125,66.42847104489609,4.25,0.31932
334996991,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4761,50947069.0,37541131.08835016,51930391.0,7,831097.0,7925100.0,6709134.0,1,medium,2008,الأهرام خدمات ش.ذ.م.م,17,-0.1020695465026425,-0.1270668293359858,0.0,62.48415166942006,4.88,0.3571
334996991,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4761,55161736.0,44503215.81282775,55446790.0,7,831097.0,7722643.0,5483260.0,1,medium,2008,الأهرام خدمات ش.ذ.م.م,18,0.0827263880479562,0.1854521833157572,0.0,66.71518487011744,4.56,0.2395
335046807,2021,الصناعة التحويلية,C2,C25,C2593,50372512.0,50372512.0,47720819.0,8,4034678.0,7052152.0,7719806.0,1,small,2017,حورس أغذية ذ.م.م,5,,,,11.82766480993031,4.42,0.0
335046807,2022,الصناعة التحويلية,C2,C25,C2593,51176926.0,47713409.59732983,50420518.0,7,4034678.0,7164770.0,6231987.0,1,medium,2017,حورس أغذية ذ.م.م,6,0.0159693048462621,-0.052788759128593155,-0.125,12.496788591307658,3.8,0.07259
335046807,2023,الصناعة التحويلية,C2,C25,C2593,52611435.0,39877690.78009884,53729677.0,7,4034678.0,7365601.0,5520439.0,1,medium,2017,حورس أغذية ذ.م.م,7,0.0280303861939656,-0.16422466730756335,0.0,13.31696779767803,5.04,0.31932
335046807,2024,الصناعة التحويلية,C2,C25,C2593,56601864.0,41707953.72485447,51961143.0,8,4034678.0,7924261.0,8331532.0,1,medium,2017,حورس أغذية ذ.م.م,8,0.0758471803705791,0.045896914012609535,0.1428571428571428,12.878634428819351,4.82,0.3571
335046807,2025,الصناعة التحويلية,C2,C25,C2593,56686044.0,45732992.3356192,60755686.0,7,4034678.0,7936046.0,5822835.0,1,medium,2017,حورس أغذية ذ.م.م,9,0.0014872301731971,0.09650530057930262,-0.125,15.058372935832798,4.02,0.2395
335128281,2021,الأنشطة العقارية,L6,L68,L6820,180421061.0,180421061.0,169246948.0,69,3780161.0,25258949.0,25454744.0,1,medium,2014,الأهرام كيماويات ش.م.م,8,,,,44.77241789437011,6.92,0.0
335128281,2022,الأنشطة العقارية,L6,L68,L6820,178345822.0,166275857.50379923,180024460.0,66,3780161.0,24968415.0,19838098.0,1,medium,2014,الأهرام كيماويات ش.م.م,9,-0.0115021992914674,-0.07840106591658258,-0.0434782608695651,47.6234901106064,6.51,0.07259
335128281,2023,الأنشطة العقارية,L6,L68,L6820,177893008.0,134836891.73210442,174107480.0,66,3780161.0,24905021.0,20455417.0,1,medium,2014,الأهرام كيماويات ش.م.م,10,-0.0025389661216734,-0.18907715313377027,0.0,46.05821815525847,6.78,0.31932
335128281,2024,الأنشطة العقارية,L6,L68,L6820,182154628.0,134223438.21383834,184343380.0,72,3780161.0,25501648.0,22336070.0,1,medium,2014,الأهرام كيماويات ش.م.م,11,0.0239560848844604,-0.004549597001130112,0.0909090909090908,48.766012876171146,7.44,0.3571
335128281,2025,الأنشطة العقارية,L6,L68,L6820,186318452.0,150317427.99515933,204399830.0,78,3780161.0,26084583.0,27760919.0,1,medium,2014,الأهرام كيماويات ش.م.م,12,0.0228587329661478,0.11990446672719579,0.0833333333333332,54.07172604553087,7.55,0.2395
335215622,2021,المعلومات والاتصالات,J5,J58,J5820,72840127.0,72840127.0,75214982.0,63,3175810.0,10197618.0,9267995.0,1,medium,2020,القاهرة صلب ش.ذ.م.م,2,,,,23.68371596537576,5.24,0.0
335215622,2022,المعلومات والاتصالات,J5,J58,J5820,81737190.0,76205437.30596034,87509080.0,64,3175810.0,11443207.0,11495552.0,1,medium,2020,القاهرة صلب ش.ذ.م.م,3,0.1221450780831285,0.0462013239757304,0.0158730158730158,27.554885210387276,6.46,0.07259
335215622,2023,المعلومات والاتصالات,J5,J58,J5820,94357927.0,71520121.72937573,93174174.0,68,3175810.0,13210110.0,14006933.0,1,medium,2020,القاهرة صلب ش.ذ.م.م,4,0.1544062990176198,-0.06148269391557115,0.0625,29.338711698747723,6.1,0.31932
335215622,2024,المعلومات والاتصالات,J5,J58,J5820,96897044.0,71400076.63399898,100209793.0,71,3175810.0,13565586.0,12159218.0,1,medium,2020,القاهرة صلب ش.ذ.م.م,5,0.0269094190676741,-0.0016784800203639705,0.0441176470588235,31.55408950787358,4.4,0.3571
335215622,2025,المعلومات والاتصالات,J5,J58,J5820,107978641.0,87114676.07906413,112826092.0,77,3175810.0,15117010.0,13275573.0,1,medium,2020,القاهرة صلب ش.ذ.م.م,6,0.1143646549217745,0.2200921929764743,0.0845070422535212,35.52671349986303,6.71,0.2395
335219026,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4690,22618989.0,22618989.0,21257070.0,6,89434.0,3166658.0,3151052.0,1,small,2010,مصر لوجستيات ش.ذ.م.م,12,,,,237.68443768589128,4.74,0.0
335219026,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4690,22297443.0,20788412.161217242,22544567.0,7,89434.0,3121642.0,2568244.0,1,small,2010,مصر لوجستيات ش.ذ.م.م,13,-0.0142157547359875,-0.08093097524309145,0.1666666666666667,252.08049511371516,4.78,0.07259
335219026,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4690,22189761.0,16819089.379377253,21192063.0,6,89434.0,3106567.0,2479460.0,1,small,2010,مصر لوجستيات ش.ذ.م.م,14,-0.0048293429878932,-0.19093919973576134,-0.1428571428571429,236.95756647360065,3.71,0.31932
335219026,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4690,19416707.0,14307499.078918282,21679218.0,6,89434.0,3020377.0,2379221.0,1,small,2010,مصر لوجستيات ش.ذ.م.م,15,-0.1249699805239001,-0.14932974335332094,0.0,242.40465594740252,4.0,0.3571
335219026,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4690,116168707.12329552,93722232.45122671,18890508.0,7,89434.0,2879673.0,2799852.0,1,small,2010,مصر لوجستيات ش.ذ.م.م,16,4.982925277870008,5.5505670791427075,0.1666666666666667,211.2228906232529,6.98,0.2395
335375642,2023,الصناعة التحويلية,C2,C26,C2670,8198876.0,8198876.0,7385519.0,6,2611383.0,1147843.0,1128180.0,1,small,2023,الجيزة منسوجات ذ.م.م,1,,,,2.8282021442277903,1.79,0.0
335375642,2024,الصناعة التحويلية,C2,C26,C2670,8559920.0,6307508.658168153,7956545.0,6,2611383.0,1198389.0,843578.0,1,small,2023,الجيزة منسوجات ذ.م.م,2,0.0440357922232266,-0.23068617476735187,0.0,3.0468701833472918,1.45,0.3571
335375642,2025,الصناعة التحويلية,C2,C26,C2670,8670289.0,6994989.108511496,9034035.0,6,2611383.0,1213840.0,1234470.0,1,small,2023,الجيزة منسوجات ذ.م.م,3,0.0128936952681801,0.1089939764811998,0.0,3.459482963625021,1.73,0.2395
335418208,2021,أنشطة الخدمات الإدارية وخدمات الدعم,N7,N78,N7830,41545520.0,41545520.0,44929041.0,6,2091240.0,5816373.0,6390785.0,2,small,2014,النيل تجارة محدودة,8,,,,21.48440207723647,4.83,0.0
335418208,2022,أنشطة الخدمات الإدارية وخدمات الدعم,N7,N78,N7830,41620376.0,38803621.14134945,41752337.0,6,2091240.0,5826853.0,6171856.0,2,small,2014,النيل تجارة محدودة,9,0.0018017827192919,-0.06599746154701036,0.0,19.96534926646392,4.4,0.07259
335418208,2023,أنشطة الخدمات الإدارية وخدمات الدعم,N7,N78,N7830,42216715.0,31998844.101506837,43772063.0,6,2091240.0,5910340.0,5307145.0,2,small,2014,النيل تجارة محدودة,10,0.0143280541242587,-0.17536448505810676,0.0,20.931152330674625,4.45,0.31932
335418208,2024,أنشطة الخدمات الإدارية وخدمات الدعم,N7,N78,N7830,44361217.0,32688244.786677476,48090045.0,6,2091240.0,6210570.0,5488195.0,2,small,2014,النيل تجارة محدودة,11,0.0507974625690321,0.021544549640097,0.0,22.99594738050152,5.24,0.3571
335418208,2025,أنشطة الخدمات الإدارية وخدمات الدعم,N7,N78,N7830,44233891.0,35686882.61395724,46986025.0,7,2091240.0,6192745.0,6715790.0,2,small,2014,النيل تجارة محدودة,12,-0.0028702098051097,0.09173443991406649,0.1666666666666667,22.46802136531436,4.94,0.2395
335484838,2023,الزراعة والحراجة وصيد الأسماك,A0,A01,A0162,78343683.0,78343683.0,93131647.0,60,12120539.0,13577836.0,13035187.0,1,medium,2023,الجيزة تقنية محدودة,1,,,,7.683787577433644,4.39,0.0
335484838,2024,الزراعة والحراجة وصيد الأسماك,A0,A01,A0162,86805406.0,63963898.017832145,103107409.0,59,12120539.0,14412310.0,14973455.0,1,medium,2023,الجيزة تقنية محدودة,2,0.1080077253963156,-0.18354747225973345,-0.0166666666666667,8.50683364823957,4.77,0.3571
335484838,2025,الزراعة والحراجة وصيد الأسماك,A0,A01,A0162,80723234.0,65125642.5978217,94854162.0,60,12120539.0,13622130.0,9746743.0,1,medium,2023,الجيزة تقنية محدودة,3,-0.0700667421565887,0.01816250441249956,0.0169491525423728,7.825902956955957,4.17,0.2395
335537440,2021,الصناعة التحويلية,C2,C23,C2394,6446749.566715919,6446749.566715919,35175142.0,11,2421260.0,5017032.0,4898347.0,1,small,2015,القاهرة بلاستيك ذ.م.م,7,,,,14.52761867787846,4.19,0.0
335537440,2022,الصناعة التحويلية,C2,C23,C2394,254139417.37760463,236939946.65026212,37878196.0,12,2421260.0,5447482.0,3951816.0,1,small,2015,القاهرة بلاستيك ذ.م.م,8,38.42132616562418,35.75339707215635,0.0909090909090908,15.644001883316951,7.12,0.07259
335537440,2023,الصناعة التحويلية,C2,C23,C2394,37513605.0,28434045.56892945,36940642.0,12,2421260.0,5251905.0,5454845.0,1,small,2015,القاهرة بلاستيك ذ.م.م,9,-0.8523896631734948,-0.8799947160834816,0.0,15.25678448411158,4.49,0.31932
335537440,2024,الصناعة التحويلية,C2,C23,C2394,41378637.0,30490484.85741655,41353967.0,11,2421260.0,5793009.0,6201066.0,1,small,2015,القاهرة بلاستيك ذ.م.م,10,0.1030301406649667,0.07232313402262469,-0.0833333333333333,17.079523471250507,5.05,0.3571
335537440,2025,الصناعة التحويلية,C2,C23,C2394,42335929.0,34155650.665590964,45711898.0,11,2421260.0,5927030.0,5920372.0,1,small,2015,القاهرة بلاستيك ذ.م.م,11,0.023134933129866,0.12020687192459945,0.0,18.87938428751972,5.15,0.2395
335605503,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4610,6678042.0,6678042.0,7095468.0,8,2574764.0,934926.0,732649.0,1,small,2015,مصر تقنية ش.م.م,7,,,,2.755774121434042,3.02,0.0
335605503,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4610,24846210.835954115,23164686.260317657,5919027.0,1,2574764.0,899144.0,646266.0,1,small,2015,مصر تقنية ش.م.م,8,2.7205831942887024,2.4687841526479852,-0.875,2.298861953949954,3.36,0.07259
335605503,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4610,6267571.0,4750607.130946245,5964769.0,9,2574764.0,877460.0,829309.0,1,small,2015,مصر تقنية ش.م.م,9,-0.7477453990316137,-0.7949202904127267,8.0,2.3166274656628723,2.85,0.31932
335605503,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4610,5938945.0,4376202.932724192,6316557.0,8,2574764.0,923836.0,837610.0,1,small,2015,مصر تقنية ش.م.م,10,-0.0524327526564916,-0.0788118629686555,-0.1111111111111111,2.453256686826443,3.09,0.3571
335605503,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G46,G4610,6594448.0,5320248.487293263,5981198.0,8,2574764.0,923223.0,675529.0,1,small,2015,مصر تقنية ش.م.م,11,0.1103736438037394,0.21572252683021764,0.0,2.3230082446391203,2.61,0.2395
335619814,2021,التشييد والبناء,F4,F43,F4329,163902085.0,163902085.0,155991511.0,60,7627297.0,22946292.0,19193688.0,1,medium,2017,الإسكندرية تقنية ش.ذ.م.م,5,,,,20.451742078484685,6.52,0.0
335619814,2022,التشييد والبناء,F4,F43,F4329,171031765.0,159456796.1662891,178045475.0,56,7627297.0,23944447.0,20216996.0,1,medium,2017,الإسكندرية تقنية ش.ذ.م.م,6,0.0434996296721912,-0.02712161247802858,-0.0666666666666666,23.343194187927917,6.46,0.07259
335619814,2023,التشييد والبناء,F4,F43,F4329,178869285.0,135576876.72437316,172383146.0,57,7627297.0,25041700.0,20004051.0,1,medium,2017,الإسكندرية تقنية ش.ذ.م.م,7,0.0458249378412249,-0.14975792826674394,0.0178571428571427,22.600817301332302,7.16,0.31932
335619814,2024,التشييد والبناء,F4,F43,F4329,184044978.0,135616371.674895,168549115.0,58,7627297.0,25766297.0,18111398.0,1,medium,2017,الإسكندرية تقنية ش.ذ.م.م,8,0.0289356163077412,0.0002913103729489386,0.0175438596491228,22.098144991600563,6.8,0.3571
335619814,2025,التشييد والبناء,F4,F43,F4329,191384916.0,154404934.24768052,183246435.0,57,7627297.0,26793888.0,26237004.0,1,medium,2017,الإسكندرية تقنية ش.ذ.م.م,9,0.0398812186008139,0.13854199416148827,-0.0172413793103448,24.025081886807342,6.56,0.2395
335669637,2021,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4759,35774978.0,35774978.0,37375163.0,8,2488666.0,5008497.0,4268345.0,1,small,2017,الأهرام كيماويات محدودة,5,,,,15.018151491602328,3.86,0.0
335669637,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4759,35850446.0,33424184.450722087,35314895.0,8,2488666.0,5019062.0,3589777.0,1,small,2017,الأهرام كيماويات محدودة,6,0.0021095191169648,-0.06571055191921882,0.0,14.19029110374795,3.43,0.07259
335669637,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4759,38790715.0,29402051.814571142,36566647.0,8,2488666.0,5430700.0,5717386.0,1,small,2017,الأهرام كيماويات محدودة,7,0.0820148513633554,-0.12033599928461536,0.0,14.69327221893175,4.64,0.31932
335669637,2024,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4759,37314093.0,27495463.119887996,37985110.0,8,2488666.0,5804414.0,4420874.0,1,small,2017,الأهرام كيماويات محدودة,8,-0.0380663774823434,-0.06484543006411114,0.0,15.263241431353183,4.63,0.3571
335669637,2025,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4759,40499554.0,32674105.68777733,38310768.0,9,2488666.0,5669938.0,6022524.0,1,small,2017,الأهرام كيماويات محدودة,9,0.0853688444202569,0.18834534793282032,0.125,15.394097882158556,3.9,0.2395
335764385,2021,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O8,O84,O8423,173038280.0,173038280.0,159556764.0,48,3417156.0,24225359.0,24935107.0,1,medium,2009,اللوتس منسوجات ش.م.م,13,,,,46.69285335524629,6.96,0.0
335764385,2022,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O8,O84,O8423,178223446.0,166161763.5816109,190168686.0,50,3417156.0,24951282.0,19942637.0,1,medium,2009,اللوتس منسوجات ش.م.م,14,0.0299654273031377,-0.03973985651261158,0.0416666666666667,55.651157278157626,7.52,0.07259
335764385,2023,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O8,O84,O8423,187230589.0,141914462.7535397,180227215.0,50,3417156.0,26212282.0,19976439.0,1,medium,2009,اللوتس منسوجات ش.م.م,15,0.0505384852675332,-0.14592587551685465,0.0,52.7418751148616,7.44,0.31932
335764385,2024,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O8,O84,O8423,188079397.0,138589195.34301084,178150801.0,49,3417156.0,26331116.0,26306714.0,1,medium,2009,اللوتس منسوجات ش.م.م,16,0.0045334899843743,-0.023431490674095667,-0.02,52.13423121449533,7.04,0.3571
335764385,2025,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,O8,O84,O8423,396819539.0,320144847.9225494,200535817.0,266,3417156.0,26795539.0,19072463.0,1,medium,2009,اللوتس منسوجات ش.م.م,17,1.1098511869431396,1.310027467366305,4.428571428571429,58.685005015867,8.04,0.2395
336278290,2022,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4799,20711896.0,20711896.0,19337174.0,8,1039552.0,2899665.0,2040877.0,1,small,2022,اللوتس صلب ذ.م.م,1,,,,18.601449470541155,3.42,0.0
336278290,2023,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G4,G47,G4799,21164537.0,16042004.214292211,22315078.0,7,1039552.0,2963035.0,2976257.0,1,small,2022,اللوتس صلب ذ.م.م,2,0.0218541556987346,-0.22546906307890835,-0.125,21.46605268423321,3.06,0.31932
