sector_en,sector_ar,sector_code,division_ar,division_code,group_ar,group_code,class_en,class_ar,class_code
Manufacturing,الصناعة التحويلية,C,,C3,,C33,Repair of machinery, إصلاح الآلات,C3312
Manufacturing,الصناعة التحويلية,C,,C3,,C33,Repair of electronic and optical equipment, إصلاح المعدات الإلكترونية والبصرية,C3313
Manufacturing,الصناعة التحويلية,C,,C3,,C33,Repair of electrical equipment, إصلاح المعدات الكهربائية,C3314
Manufacturing,الصناعة التحويلية,C,,C3,,C33,"Repair of transport equipment, except motor vehicles", إصلاح معدات النقل فيما عدا المركبات ذات المحركات,C3315
Manufacturing,الصناعة التحويلية,C,,C3,,C33,Repair of other equipment,إصلاح المعدات الأخرى,C3319
Manufacturing,الصناعة التحويلية,C,,C3,,C33,Installation of industrial machinery and equipment,  تركيب الآلات والمعدات الصناعية,C3320
"Electricity, gas, steam and air conditioning supply",إمدادات الكهرباء والغاز والبخار وتكييف الهواء,D,,D3,,D35,"Electric power generation, transmission and distribution", توليد الطاقة الكهربائية ونقلها وتوزيعها,D3510
"Electricity, gas, steam and air conditioning supply",إمدادات الكهرباء والغاز والبخار وتكييف الهواء,D,,D3,,D35,Manufacture of gas; distribution of gaseous fuels through mains,  صُنع غاز الاستصباح، وتوزيع أنواع الوقود الغازية عن طريق أنابيب رئيسية,D3520
"Electricity, gas, steam and air conditioning supply",إمدادات الكهرباء والغاز والبخار وتكييف الهواء,D,,D3,,D35,Steam and air conditioning supply, توصيل الوقود البخاري وتكييف الهواء,D3530
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E36,"Water collection, treatment and supply",  تجميع المياه ومعالجتها وتوصيلها,E3600
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E37,Sewerage,  الصرف الصحي,E3700
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E38,Collection of non-hazardous waste, جمع النفايات غير الخطرة,E3811
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E38,Collection of hazardous waste, جمع النفايات الخطرة,E3812
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E38,Treatment and disposal of non-hazardous waste, معالجة النفايات غير الخطرة وتصريفها,E3821
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E38,Treatment and disposal of hazardous waste, معالجة النفايات الخطرة وتصريفها,E3822
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E38,Materials recovery, استرجاع المواد,E3830
"Water supply; sewerage, waste management and remediation activities",إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,E,,E3,,E39,Remediation activities and other waste management services,  أنشطة المعالجة وخدمات إدارة النفايات الأخرى,E3900
Construction,التشييد والبناء,F,,F4,,F41,Construction of buildings,  تشييد المباني,F4100
Construction,التشييد والبناء,F,,F4,,F42,Construction of roads and railways,  تشييد الطرق والسكك الحديد,F4210
Construction,التشييد والبناء,F,,F4,,F42,Construction of utility projects,  تشييد مشاريع الخاصة بالمنافع,F4220
Construction,التشييد والبناء,F,,F4,,F42,Construction of other civil engineering projects,  أعمال التشييد المتعلقة بمشاريع الهندسة المدنية الأخرى,F4290
Construction,التشييد والبناء,F,,F4,,F43,Demolition, الهدم,F4311
Construction,التشييد والبناء,F,,F4,,F43,Site preparation, تحضير الموقع,F4312
Construction,التشييد والبناء,F,,F4,,F43,Electrical installation, التركيبات الكهربائية,F4321
Construction,التشييد والبناء,F,,F4,,F43,"Plumbing, heat and air-conditioning installation", أعمال السباكة والتدفئة وتكييف الهواء,F4322
Construction,التشييد والبناء,F,,F4,,F43,Other construction installation, تركيبات إنشائية أخرى,F4329
Construction,التشييد والبناء,F,,F4,,F43,Building completion and finishing,  إكمال المباني وتشطيبها,F4330
Construction,التشييد والبناء,F,,F4,,F43,Other specialized construction activities,  أنشطة التشييد المتخصصة الأخرى,F4390
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G45,Sale of motor vehicles,  بيع المركبات ذات المحركات,G4510
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G45,Maintenance and repair of motor vehicles,  صيانة وإصلاح المركبات ذات المحركات,G4520
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G45,Sale of motor vehicle parts and accessories, بيع قطع غيار المركبات ذات المحركات وملحقاتها,G4530
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G45,"Sale, maintenance and repair of motorcycles and related parts and accessories",  بيع وصيانة وإصلاح الدراجات النارية وقطع غيارها وملحقاتها,G4540
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale on a fee or contract basis,  البيع بالجملة نظير رسم أو على أساس عقد,G4610
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of agricultural raw materials and live animals,  تجارة المواد الخام الزراعية والحيوانات الحية بالجملة,G4620
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of food, beverages and tobacco",  بيع الأغذية والمشروبات والتبغ بالجملة,G4630
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of textiles, clothing and footwear", بيع المنسوجات والملبوسات والأحذية بالجملة,G4641
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of other household goods, بيع السلع المنزلية الأخرى بالجملة,G4649
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of computers, computer peripheral equipment and software", بيع الحواسيب والمعدات الطرفية للحواسيب والبرمجيات بالجملة,G4651
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of electronic and telecommunications equipment and parts, بيع المعدات الإلكترونية ومعدات الاتصالات وقطع غيارها بالجملة,G4652
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of agricultural machinery, equipment and supplies", بيع الآلات والمعدات واللوازم الزراعية بالجملة,G4653
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of other machinery and equipment, بيع الآلات والمعدات الأخرى بالجملة,G4659
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of solid, liquid and gaseous fuels and related products", بيع أنواع الوقود الصلبة والسائلة والغازية وما يتصل بها من منتجات بالجملة,G4661
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of metals and metal ores, بيع المعادن وركازات المعادن بالجملة,G4662
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies", بيع مواد البناء والمواد الإنشائية المعدنية ومعدات السباكة والتدفئة ولوازمها بالجملة,G4663
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Wholesale of waste and scrap and other products n.e.c., بيع النفايات والخردة وغير ذلك من المنتجات غير المصنّفة في موضع آخر بالجملة,G4669
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G46,Non-specialized wholesale trade,  تجارة الجملة غير المتخصصة,G4690
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale in non-specialized stores with food, beverages or tobacco predominating", البيع بالتجزئة في المتاجر غير المتخصصة التي تبيع الأطعمة والمشروبات والتبغ أساساً,G4711
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Other retail sale in non-specialized stores, أنواع البيع الأخرى بالتجزئة في المتاجر غير المتخصصة,G4719
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of food in specialized stores, بيع الأغذية بالتجزئة في المتاجر المتخصصة,G4721
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of beverages in specialized stores, بيع المشروبات بالتجزئة في المتاجر المتخصصة,G4722
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of tobacco products in specialized stores, بيع منتجات التبغ بالتجزئة في المتاجر المتخصصة,G4723
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of automotive fuel in specialized stores,  بيع وقود السيارات بالتجزئة في المتاجر المتخصصة,G4730
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores", بيع الحواسيب والمعدات الطرفية للحواسيب، والبرمجيات، ومعدات الاتصالات بالتجزئة في المتاجر المتخصصة,G4741
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of audio and video equipment in specialized stores, البيع بالتجزئة للمعدات السمعية والبصرية في المتاجر المتخصصة,G4742
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of textiles in specialized stores, بيع المنسوجات بالتجزئة في المتاجر المتخصصة,G4751
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of hardware, paints and glass in specialized stores", بيع الأدوات المعدنية والطلاء والزجاج بالتجزئة في المتاجر المتخصصة,G4752
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores", بيع السجاد والبُسط وكسوة الأرضيات والحوائط بالتجزئة في المحلات المتخصصة,G4753
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores", البيع بالتجزئة للأجهزة الكهربائية المنزلية والأثاث ومعدات الإضاءة وغيرها من الأصناف المنزلية في المتاجر المتخصصة,G4759
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of books, newspapers and stationary in specialized stores", بيع الكتب والصحف والأدوات الكتابية بالتجزئة في المتاجر المتخصصة,G4761
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of music and video recordings in specialized stores, بيع التسجيلات الموسيقية وتسجيلات الفيديو بالتجزئة في المتاجر المتخصصة,G4762
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of sporting equipment in specialized stores, بيع الأدوات الرياضية بالتجزئة في المتاجر المتخصصة,G4763
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of games and toys in specialized stores, بيع الألعاب والّلعب بالتجزئة في المتاجر المتخصصة,G4764
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of clothing, footwear and leather articles in specialized stores", بيع الملبوسات والأحذية والأصناف الجلدية بالتجزئة في المتاجر المتخصصة,G4771
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores", بيع المنتجات الصيدلانية والطبية ومستحضرات التجميل وأدوات الزينة بالتجزئة في متاجر متخصصة,G4772
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Other retail sale of new goods in specialized stores, بيع البضائع الجديدة الأخرى بالتجزئة في متاجر متخصصة,G4773
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale of second-hand goods, بيع البضائع المستعملة بالتجزئة,G4774
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale via stalls and markets of food, beverages and tobacco products", بيع الأغذية والمشروبات ومنتجات التبغ بالتجزئة في الأكشاك والأسواق,G4781
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Retail sale via stalls and markets of textiles, clothing and footwear", بيع المنسوجات والملبوسات والأحذية بالتجزئة في الأكشاك والأسواق,G4782
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale via stalls and markets of other goods, بيع السلع الأخرى بالتجزئة في الأكشاك والأسواق,G4789
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,Retail sale via mail order houses or via Internet, البيع بالتجزئة عن طريق بيوت تنفيذ طلبات الشراء أو عن طريق الإنترنت,G4791
Wholesale and retail trade; repair of motor vehicles and motorcycles,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,G,,G4,,G47,"Other retail sale not in stores, stalls or markets", أنواع البيع بالتجزئة الأخرى خارج المتاجر والأكشاك والأسواق,G4799
Transportation and storage,النقل والتخزين,H,,H4,,H49,"Passenger rail transport, interurban", نقل الركاب بالسكك الحديدية فيما بين المدن,H4911
Transportation and storage,النقل والتخزين,H,,H4,,H49,Freight rail transport, نقل البضائع بالسكك الحديدية,H4912
Transportation and storage,النقل والتخزين,H,,H4,,H49,Urban and suburban passenger land transport, النقل البري للركاب في المدن والضواحي,H4921
Transportation and storage,النقل والتخزين,H,,H4,,H49,Other passenger land transport, أنواع النقل البري الأخرى للركاب,H4922
Transportation and storage,النقل والتخزين,H,,H4,,H49,Freight transport by road, النقل البري للبضائع,H4923
Transportation and storage,النقل والتخزين,H,,H4,,H49,Transport via pipeline, النقل بخطوط الأنابيب,H4930
Transportation and storage,النقل والتخزين,H,,H5,,H50,Sea and coastal passenger water transport, النقل المائي البحري والساحلي للركاب,H5011
Transportation and storage,النقل والتخزين,H,,H5,,H50,Sea and coastal freight water transport, النقل المائي البحري والساحلي للبضائع,H5012
Transportation and storage,النقل والتخزين,H,,H5,,H50,Inland passenger water transport, النقل المائي الداخلي للركاب,H5021
Transportation and storage,النقل والتخزين,H,,H5,,H50,Inland freight water transport, النقل المائي الداخلي للبضائع,H5022
Transportation and storage,النقل والتخزين,H,,H5,,H51,Passenger air transport,  النقل الجوي للركاب,H5110
Transportation and storage,النقل والتخزين,H,,H5,,H51,Freight air transport,  النقل الجوي للبضائع,H5120
Transportation and storage,النقل والتخزين,H,,H5,,H52,Warehousing and storage, التخزين,H5210
Transportation and storage,النقل والتخزين,H,,H5,,H52,Service activities incidental to land transportation, أنشطة الخدمات المتصلة بالنقل البري,H5221
Transportation and storage,النقل والتخزين,H,,H5,,H52,Service activities incidental to water transportation, أنشطة الخدمات المتصلة بالنقل المائي,H5222
Transportation and storage,النقل والتخزين,H,,H5,,H52,Service activities incidental to air transportation, أنشطة الخدمات المتصلة بالنقل الجوي,H5223
Transportation and storage,النقل والتخزين,H,,H5,,H52,Cargo handling, مناولة البضائع,H5224
Transportation and storage,النقل والتخزين,H,,H5,,H52,Other transportation support activities, أنشطة دعم النقل الأخرى,H5229
Transportation and storage,النقل والتخزين,H,,H5,,H53,Postal activities,  أنشطة البريد,H5310
Transportation and storage,النقل والتخزين,H,,H5,,H53,Courier activities, أنشطة شركات نقل البريد الخاصة,H5320
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I55,Short term accommodation activities, أنشطة الإقامة القصيرة المدى,I5510
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I55,"Camping grounds, recreational vehicle parks and trailer parks",  أماكن المخيمات والمتنزهات الترفيهية التي تتيح مكاناً للسيارات والمتنزهات التي تتيح مكاناً للمقطورات,I5520
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I55,Other accommodation,  مرافق الإقامة الأخرى,I5590
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I56,Restaurants and mobile food service activities,  أنشطة المطاعم وخدمات الأطعمة المتنقلة,I5610
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I56,Event catering, تقديم وجبات الطعام في المناسبات,I5621
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I56,Other food service activities, أنشطة خدمات الطعام الأخرى,I5629
Accommodation and food service activities,أنشطة الإقامة وخدمات الطعام,I,,I5,,I56,Beverage serving activities,  أنشطة تقديم المشروبات,I5630
Information and communication,المعلومات والاتصالات,J,,J5,,J58,Book publishing, نشر الكُتب,J5811
Information and communication,المعلومات والاتصالات,J,,J5,,J58,Publishing of directories and mailing lists, نشر الأدلة وقوائم العناوين البريدية,J5812
Information and communication,المعلومات والاتصالات,J,,J5,,J58,"Publishing of newspapers, journals and periodicals", نشر الصُحف والمجلات والدوريات,J5813
Information and communication,المعلومات والاتصالات,J,,J5,,J58,Other publishing activities, أنشطة النشر الأخرى,J5819
Information and communication,المعلومات والاتصالات,J,,J5,,J58,Software publishing,  نشر البرمجيات,J5820
Information and communication,المعلومات والاتصالات,J,,J5,,J59,"Motion picture, video and television programme production activities", أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية,J5911
Information and communication,المعلومات والاتصالات,J,,J5,,J59,"Motion picture, video and television programme post-production activities", أنشطة ما بعد الإنتاج لأفلام السينما وأفلام الفيديو والبرامج التليفزيونية,J5912
Information and communication,المعلومات والاتصالات,J,,J5,,J59,"Motion picture, video and television programme distribution activities", أنشطة توزيع الأفلام السينمائية والفيديو والبرامج التليفزيونية,J5913
Information and communication,المعلومات والاتصالات,J,,J5,,J59,Motion picture projection activities, أنشطة عرض الأفلام السينمائية,J5914
Information and communication,المعلومات والاتصالات,J,,J5,,J59,Sound recording and music publishing activities,  أنشطة نشر التسجيلات الصوتية والموسيقى,J5920
Information and communication,المعلومات والاتصالات,J,,J6,,J60,Radio broadcasting,  الإذاعة الصوتية,J6010
Information and communication,المعلومات والاتصالات,J,,J6,,J60,Television programming and broadcasting activities,  أنشطة البرمجة والإذاعة والتليفزيون,J6020
Information and communication,المعلومات والاتصالات,J,,J6,,J61,Wired telecommunications activities, أنشطة الاتصالات السلكية,J6110
Information and communication,المعلومات والاتصالات,J,,J6,,J61,Wireless telecommunications activities, أنشطة الاتصالات اللاسلكية,J6120
Information and communication,المعلومات والاتصالات,J,,J6,,J61,Satellite telecommunications activities, أنشطة الاتصالات الساتلية,J6130
Information and communication,المعلومات والاتصالات,J,,J6,,J61,Other telecommunications activities, أنشطة الاتصالات الأخرى,J6190
Information and communication,المعلومات والاتصالات,J,,J6,,J62,Computer programming activities, أنشطة البرمجة الحاسوبية,J6201
Information and communication,المعلومات والاتصالات,J,,J6,,J62,Computer consultancy and computer facilities management activities, أنشطة الخبرة الاستشارية الحاسوبية وإدارة المرافق الحاسوبية,J6202
Information and communication,المعلومات والاتصالات,J,,J6,,J62,Other information technology and computer service activities, أنشطة خدمات تكنولوجيا المعلومات والحاسوب الأخرى,J6209
Information and communication,المعلومات والاتصالات,J,,J6,,J63,"Data processing, hosting and related activities", تجهيز البيانات واستضافة المواقع على الشبكة وما يتصل بذلك من أنشطة,J6311
Information and communication,المعلومات والاتصالات,J,,J6,,J63,Web portals, بوابات الشبكة,J6312
Information and communication,المعلومات والاتصالات,J,,J6,,J63,News agency activities, أنشطة وكالات الأنباء,J6391
Information and communication,المعلومات والاتصالات,J,,J6,,J63,Other information service activities n.e.c., أنشطة خدمات المعلومات الأخرى غير المصنّفة في موضع آخر,J6399
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,Central banking, المصارف المركزية,K6411
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,Other monetary intermediation, أنواع الوساطة المالية الأخرى,K6419
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,Activities of holding companies,  أنشطة الشركات القابضة,K6420
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,"Trusts, funds and similar financial entities",  الاتحادات الاحتكارية وصناديق الأموال والكيانات المالية المشابهة,K6430
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,Financial leasing, التأجير المالي,K6491
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,Other credit granting, أشكال منح القروض الأخرى,K6492
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K64,"Other financial service activities, except insurance and pension funding activities, n.e.c.", أنشطة الخدمات المالية الأخرى باستثناء التأمين وتمويل المعاشات التقاعدية، غير المصنّفة في موضع آخر,K6499
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K65,Life insurance, التأمين على الحياة,K6511
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K65,Non-life insurance, التأمين، بخلاف التأمين على الحياة,K6512
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K65,Reinsurance,  إعادة التأمين,K6520
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K65,Pension funding,  تمويل المعاشات التقاعدية,K6530
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Administration of financial markets, إدارة الأسواق المالية,K6611
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Security and commodity contracts brokerage, أنشطة الوساطة المتعلقة بعقود الأوراق المالية والسلع الأساسية,K6612
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Other activities auxiliary to financial service activities, الأنشطة الأخرى المساعدة لأنشطة الخدمات المالية,K6619
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Risk and damage evaluation, تقييم المخاطر والأضرار,K6621
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Activities of insurance agents and brokers, أنشطة وكلاء وسماسرة التأمين,K6622
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Other activities auxiliary to insurance and pension funding, أنشطة أخرى مساعدة للتأمين وتمويل المعاشات التقاعدية,K6629
Financial and insurance activities,الأنشطة المالية وأنشطة التأمين,K,,K6,,K66,Fund management activities, أنشطة إدارة الأموال,K6630
Real estate activities,الأنشطة العقارية,L,,L6,,L68,Real estate activities with own or leased property,  الأنشطة العقارية في الممتلكات المملوكة أو المؤجّرة,L6810
Real estate activities,الأنشطة العقارية,L,,L6,,L68,Real estate activities on a fee or contract basis,  الأنشطة العقارية على أساس رسوم أو عقود,L6820
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M6,,M69,Legal activities, الأنشطة القانونية,M6910
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M6,,M69,"Accounting, bookkeeping and auditing activities; tax consultancy", الأنشطة المحاسبية وأنشطة مسك الدفاتر ومراجعة الحسابات، والاستشارات الضريبية,M6920
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M70,Activities of head offices,  أنشطة المكاتب الرئيسية,M7010
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M70,Management consultancy activities,  أنشطة الخبرة الاستشارية في مجال الإدارة,M7020
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M71,Architectural and engineering activities and related technical consultancy,  الأنشطة المعمارية والهندسية والخدمات الاستشارية الفنية المتصلة بها,M7110
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M71,Technical testing and analysis,  الاختبارات والتحاليل التقنية,M7120
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M72,Research and experimental development on natural sciences and engineering,  البحث والتطوير التجريبي في مجالي العلوم الطبيعية والهندسة,M7210
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M72,Research and experimental development on social sciences and humanities,  البحث والتطوير التجريبي في مجال العلوم الاجتماعية والإنسانية,M7220
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M73,Advertising,  الإعلان,M7310
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M73,Market research and public opinion polling, أبحاث السوق واستطلاعات الرأي,M7320
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M74,Specialized design activities,  أنشطة التصميم المتخصصة,M7410
"Professional, scientific and technical activities",الأنشطة المهنية والعلمية والتقنية,M,,M7,,M74,Photographic activities,  أنشطة التصوير,M7420
