tax_id,name,isic_section,sector,isic_class,is_industrial,start_year,close_year,paid_in_capital_egp,sme_tier_init,isic_class_name_en
EG9304087038,Alex Tech LLC,M,"Professional, scientific and technical activities",M7500,0,2010,10000,3993207.0,medium,Veterinary activities
EG9141124488,Pyramid Foods Co.,C,Manufacturing,C2930,1,2023,2034,10461528.0,medium,Manufacture of parts and accessories for motor vehicles
EG3504797158,Alex Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4759,0,2011,10000,4224595.0,medium,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
EG8328003958,Cairo Plastics SAE,C,Manufacturing,C3230,1,2021,10000,4638075.0,small,Manufacture of sports goods
EG3489581673,Alex Services Ltd.,C,Manufacturing,C3211,1,2019,10000,7097187.0,medium,Manufacture of jewellery and related articles
EG1478198577,Nile Chem SAE,F,Construction,F4322,1,2014,10000,4643778.0,small,"Plumbing, heat and air-conditioning installation"
EG6372187971,Lotus Trading Ltd.,C,Manufacturing,C2790,1,2021,10000,3166891.0,small,Manufacture of other electrical equipment
EG6284084559,Misr Logistics Co.,Q,Human health and social work activities,Q8690,0,2017,10000,3753224.0,medium,Other human health activities
EG7591771578,Misr Agri LLC,K,Financial and insurance activities,K6419,0,2014,10000,1234368.0,small,Other monetary intermediation
EG3876468211,Delta Services LLC,C,Manufacturing,C1102,1,2015,2024,2541211.0,small,Manufacture of wines
EG2367233866,Giza Chem SAE,I,Accommodation and food service activities,I5520,0,2023,10000,2410557.0,small,"Camping grounds, recreational vehicle parks and trailer parks"
EG1582565582,Pyramid Logistics Ltd.,S,Other service activities,S9524,0,2016,10000,2264258.0,small,Repair of furniture and home furnishings
EG7401562032,Lotus Services Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4781,0,2015,10000,466316.0,small,"Retail sale via stalls and markets of food, beverages and tobacco products"
EG1371179012,Pyramid Agri Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2020,10000,2786780.0,small,Other retail sale of new goods in specialized stores
EG4732023840,Pyramid Chem SAE,J,Information and communication,J6312,0,2021,10000,501368.0,small,Web portals
EG9188827680,Delta Plastics LLC,S,Other service activities,S9522,0,2014,10000,4737560.0,medium,Repair of household appliances and home and garden equipment
EG4083570725,Lotus Chem LLC,H,Transportation and storage,H5012,0,2007,2008,2132925.0,small,Sea and coastal freight water transport
EG2633560812,Cairo Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4722,0,2011,10000,2188157.0,small,Retail sale of beverages in specialized stores
EG1799000673,Misr Textiles SAE,C,Manufacturing,C2310,1,2020,10000,828698.0,small,Manufacture of glass and glass products
EG8819226577,Delta Trading Ltd.,F,Construction,F4220,1,2007,10000,9228045.0,medium,Construction of utility projects
EG9801212391,Cairo Textiles Ltd.,D,"Electricity, gas, steam and air conditioning supply",D3530,1,2012,10000,3060365.0,small,Steam and air conditioning supply
EG2496605904,Lotus Textiles Co.,S,Other service activities,S9492,0,2019,10000,4937343.0,medium,Activities of political organizations
EG3724396798,Giza Textiles Ltd.,L,Real estate activities,L6820,0,2017,10000,3342560.0,medium,Real estate activities on a fee or contract basis
EG3636960653,Pyramid Plastics Co.,A,"Agriculture, forestry and fishing",A0121,1,2011,10000,991977.0,small,Growing of grapes
EG6865232775,Sinai Agri LLC,A,"Agriculture, forestry and fishing",A0129,1,2012,10000,11624199.0,medium,Growing of other perennial crops
EG2174097638,Lotus Foods Ltd.,C,Manufacturing,C2219,1,2009,10000,8174987.0,medium,Manufacture of other rubber products
EG4114391708,Lotus Tech SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2022,10000,4305473.0,medium,Retail sale via stalls and markets of other goods
EG7051999863,Lotus Textiles LLC,H,Transportation and storage,H5022,0,2005,10000,2429902.0,small,Inland freight water transport
EG1091275118,Giza Textiles Ltd.,O,Public administration and defence; compulsory social security,O8411,0,2018,10000,4592912.0,medium,General public administration activities
EG8537381810,Giza Steel SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2019,10000,3714210.0,medium,Retail sale via stalls and markets of other goods
EG6022314864,Lotus Chem Ltd.,C,Manufacturing,C1075,1,2019,2026,7032296.0,medium,Manufacture of prepared meals and dishes
EG1797114296,Lotus Textiles Ltd.,Q,Human health and social work activities,Q8690,0,2021,10000,4111769.0,medium,Other human health activities
EG6040266685,Horus Plastics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4510,0,2007,10000,3292553.0,medium,Sale of motor vehicles
EG5540830035,Horus Tech Co.,A,"Agriculture, forestry and fishing",A0128,1,2017,2025,8953154.0,medium,"Growing of spices, aromatic, drug and pharmaceutical crops"
EG1543087613,Delta Trading Co.,C,Manufacturing,C2819,1,2016,10000,12033909.0,medium,Manufacture of other general-purpose machinery
EG1210049796,Delta Steel Ltd.,S,Other service activities,S9521,0,2018,10000,1033053.0,small,Repair of consumer electronics
EG6134839820,Lotus Agri LLC,P,Education,P8542,0,2015,10000,3431548.0,medium,Cultural education
EG3824786525,Pyramid Foods SAE,J,Information and communication,J6201,0,2022,10000,2437743.0,small,Computer programming activities
EG8416407299,Giza Steel Co.,A,"Agriculture, forestry and fishing",A0311,1,2017,10000,1451291.0,small,Marine fishing
EG5199949733,Lotus Foods Ltd.,L,Real estate activities,L6820,0,2015,10000,2447948.0,small,Real estate activities on a fee or contract basis
EG5719752606,Sinai Logistics LLC,F,Construction,F4290,1,2005,10000,9635215.0,medium,Construction of other civil engineering projects
EG2699114158,Horus Foods LLC,N,Administrative and support service activities,N8299,0,2014,10000,4130402.0,medium,Other business support service activities n.e.c.
EG5346385226,Sinai Services SAE,A,"Agriculture, forestry and fishing",A0129,1,2012,10000,10213166.0,medium,Growing of other perennial crops
EG9751484173,Delta Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4530,0,2022,10000,1985077.0,small,Sale of motor vehicle parts and accessories
EG9940296845,Delta Logistics SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2023,10000,685291.0,small,"Retail sale of books, newspapers and stationary in specialized stores"
EG6011795474,Giza Agri LLC,K,Financial and insurance activities,K6611,0,2022,10000,455385.0,small,Administration of financial markets
EG1800771698,Horus Plastics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4741,0,2022,10000,4022671.0,medium,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
EG8239674246,Misr Chem LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2018,10000,4776623.0,medium,Wholesale of agricultural raw materials and live animals
EG4608176465,Giza Agri Ltd.,N,Administrative and support service activities,N7820,0,2011,10000,3734683.0,medium,Temporary employment agency activities
EG3927705252,Horus Plastics Ltd.,F,Construction,F4321,1,2024,10000,3690078.0,small,Electrical installation
EG2652538405,Sinai Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2011,10000,2215076.0,small,Other retail sale in non-specialized stores
EG8927391102,Cairo Trading LLC,H,Transportation and storage,H5011,0,2009,10000,3882147.0,medium,Sea and coastal passenger water transport
EG8258305050,Sinai Textiles Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4659,0,2010,10000,1062552.0,small,Wholesale of other machinery and equipment
EG3984546087,Giza Agri Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4630,0,2020,10000,2532600.0,small,"Wholesale of food, beverages and tobacco"
EG6200349704,Pyramid Steel SAE,F,Construction,F4321,1,2012,10000,9075826.0,medium,Electrical installation
EG7045839739,Cairo Steel LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2024,10000,97375.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG7581482208,Sinai Agri SAE,C,Manufacturing,C2394,1,2018,10000,10664710.0,medium,"Manufacture of cement, lime and plaster"
EG4826588471,Lotus Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4774,0,2023,10000,3655805.0,medium,Retail sale of second-hand goods
EG6446041141,Cairo Textiles Co.,J,Information and communication,J5920,0,2023,10000,4263240.0,medium,Sound recording and music publishing activities
EG7787334315,Pyramid Plastics Co.,C,Manufacturing,C1420,1,2016,2021,9327246.0,medium,Manufacture of articles of fur
EG3208045432,Horus Services SAE,C,Manufacturing,C2022,1,2017,10000,1830310.0,small,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
EG1611744971,Horus Tech LLC,I,Accommodation and food service activities,I5590,0,2010,10000,4426398.0,medium,Other accommodation
EG3610517861,Sinai Logistics Co.,P,Education,P8541,0,2019,10000,774654.0,small,Sports and recreation education
EG9074546973,Horus Plastics SAE,C,Manufacturing,C2513,1,2020,10000,8968207.0,medium,"Manufacture of steam generators, except central heating hot water boilers"
EG8416506311,Giza Trading Co.,O,Public administration and defence; compulsory social security,O8421,0,2017,10000,4737193.0,medium,Foreign affairs
EG8301813319,Pyramid Logistics SAE,P,Education,P8542,0,2021,10000,886075.0,small,Cultural education
EG8617555364,Lotus Trading Ltd.,L,Real estate activities,L6820,0,2005,10000,1327136.0,small,Real estate activities on a fee or contract basis
EG6971329844,Lotus Agri SAE,M,"Professional, scientific and technical activities",M7010,0,2017,10000,1454754.0,small,Activities of head offices
EG7062293796,Giza Chem Co.,F,Construction,F4220,1,2024,2029,13038361.0,medium,Construction of utility projects
EG1322967570,Alex Plastics Ltd.,J,Information and communication,J6201,0,2020,10000,1603945.0,small,Computer programming activities
EG2393291219,Cairo Services Ltd.,F,Construction,F4100,1,2019,10000,7667103.0,medium,Construction of buildings
EG8828439576,Cairo Tech Co.,A,"Agriculture, forestry and fishing",A0170,1,2015,10000,14792317.0,medium,"Hunting, trapping and related service activities"
EG8945875586,Sinai Services SAE,O,Public administration and defence; compulsory social security,O8413,0,2024,10000,90038.0,small,Regulation of and contribution to more efficient operation of businesses
EG4952319375,Lotus Tech Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4540,0,2012,10000,2173091.0,small,"Sale, maintenance and repair of motorcycles and related parts and accessories"
EG5760284594,Sinai Services SAE,P,Education,P8541,0,2010,10000,1901824.0,small,Sports and recreation education
EG5003866945,Sinai Textiles Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2009,10000,3558823.0,medium,Non-specialized wholesale trade
EG8384579700,Delta Agri Ltd.,C,Manufacturing,C2012,1,2010,10000,7439133.0,medium,Manufacture of fertilizers and nitrogen compounds
EG9460872505,Pyramid Chem Co.,M,"Professional, scientific and technical activities",M6910,0,2017,10000,2166849.0,small,Legal activities
EG3853877874,Pyramid Textiles Co.,K,Financial and insurance activities,K6520,0,2010,10000,1529391.0,small,Reinsurance
EG7230654148,Delta Foods Co.,S,Other service activities,S9521,0,2012,10000,694431.0,small,Repair of consumer electronics
EG3550515744,Pyramid Chem LLC,J,Information and communication,J6010,0,2017,10000,3696272.0,medium,Radio broadcasting
EG3520235204,Horus Tech Co.,Q,Human health and social work activities,Q8790,0,2007,10000,1976964.0,small,Other residential care activities
EG9272654134,Cairo Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4742,0,2007,10000,2349239.0,small,Retail sale of audio and video equipment in specialized stores
EG7591427406,Delta Logistics LLC,C,Manufacturing,C2750,1,2018,10000,4785869.0,small,Manufacture of domestic appliances
EG4485319897,Alex Plastics Ltd.,S,Other service activities,S9609,0,2014,10000,3009171.0,medium,Other personal service activities n.e.c.
EG1377286739,Sinai Steel SAE,C,Manufacturing,C2733,1,2012,2020,12699009.0,medium,Manufacture of wiring devices
EG2716314153,Pyramid Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2009,10000,4637611.0,medium,"Other retail sale not in stores, stalls or markets"
EG9969643440,Horus Trading SAE,B,Mining and quarrying,B0510,1,2006,10000,13638910.0,medium,Mining of hard coal
EG4699089071,Nile Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2012,10000,1121323.0,small,"Wholesale of computers, computer peripheral equipment and software"
EG5215430038,Giza Steel SAE,C,Manufacturing,C1520,1,2014,10000,833209.0,small,Manufacture of footwear
EG3584909269,Nile Agri Co.,A,"Agriculture, forestry and fishing",A0164,1,2020,2033,1432196.0,small,Seed processing for propagation
EG9898273874,Horus Tech Co.,S,Other service activities,S9412,0,2021,10000,4195183.0,medium,Activities of professional membership organizations
EG2121987725,Alex Steel LLC,H,Transportation and storage,H5222,0,2016,10000,3588462.0,medium,Service activities incidental to water transportation
EG6533737514,Misr Services Co.,D,"Electricity, gas, steam and air conditioning supply",D3520,1,2021,10000,1554399.0,small,Manufacture of gas; distribution of gaseous fuels through mains
EG1272010396,Nile Textiles Co.,F,Construction,F4220,1,2014,10000,519304.0,small,Construction of utility projects
EG5532109381,Pyramid Services Ltd.,J,Information and communication,J5811,0,2015,10000,4543408.0,medium,Book publishing
EG6990363585,Misr Tech LLC,D,"Electricity, gas, steam and air conditioning supply",D3510,1,2018,10000,4405188.0,small,"Electric power generation, transmission and distribution"
EG2767215461,Alex Foods Ltd.,A,"Agriculture, forestry and fishing",A0220,1,2012,10000,1861952.0,small,Logging
EG6951092325,Misr Tech LLC,M,"Professional, scientific and technical activities",M7210,0,2022,10000,3715341.0,medium,Research and experimental development on natural sciences and engineering
EG7896883398,Sinai Trading Ltd.,H,Transportation and storage,H5021,0,2013,10000,4828737.0,medium,Inland passenger water transport
EG8789348320,Nile Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4641,0,2021,10000,1326744.0,small,"Wholesale of textiles, clothing and footwear"
EG6863208486,Lotus Chem Co.,K,Financial and insurance activities,K6511,0,2021,2031,4031225.0,medium,Life insurance
EG2337039272,Horus Services SAE,C,Manufacturing,C1072,1,2014,10000,6015865.0,medium,Manufacture of sugar
EG9047809979,Lotus Plastics Co.,J,Information and communication,J6120,0,2022,10000,4018390.0,medium,Wireless telecommunications activities
EG8167207294,Giza Tech Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2018,10000,2965041.0,small,Wholesale of electronic and telecommunications equipment and parts
EG9594349816,Alex Plastics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4772,0,2024,10000,4449743.0,medium,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
EG9299589627,Giza Agri SAE,I,Accommodation and food service activities,I5629,0,2021,10000,4177708.0,medium,Other food service activities
EG8866738176,Misr Plastics Ltd.,P,Education,P8541,0,2013,10000,2842033.0,small,Sports and recreation education
EG6263187967,Cairo Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2024,2029,4016717.0,medium,Non-specialized wholesale trade
EG8137380962,Sinai Foods Co.,C,Manufacturing,C2920,1,2017,10000,378713.0,small,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
EG4389903074,Alex Trading Co.,C,Manufacturing,C2023,1,2020,10000,1223585.0,small,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
EG7043731864,Lotus Chem LLC,H,Transportation and storage,H5022,0,2022,10000,1622672.0,small,Inland freight water transport
EG4491129911,Sinai Trading LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4771,0,2021,10000,2827671.0,small,"Retail sale of clothing, footwear and leather articles in specialized stores"
EG7343409760,Sinai Trading Ltd.,Q,Human health and social work activities,Q8690,0,2016,10000,2462004.0,small,Other human health activities
EG8248755307,Lotus Steel Ltd.,F,Construction,F4390,1,2014,10000,13712418.0,medium,Other specialized construction activities
EG5998498344,Cairo Services Ltd.,N,Administrative and support service activities,N8219,0,2021,10000,2814604.0,small,"Photocopying, document preparation and other specialized office support activities"
EG3711817922,Cairo Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4610,0,2006,10000,3833900.0,medium,Wholesale on a fee or contract basis
EG7644936156,Cairo Plastics LLC,S,Other service activities,S9521,0,2023,10000,3888992.0,medium,Repair of consumer electronics
EG6661385023,Lotus Textiles LLC,F,Construction,F4330,1,2008,2012,3063194.0,small,Building completion and finishing
EG5417400883,Sinai Tech SAE,C,Manufacturing,C1072,1,2014,10000,3162560.0,small,Manufacture of sugar
EG5630039687,Misr Services SAE,J,Information and communication,J6311,0,2015,10000,3527445.0,medium,"Data processing, hosting and related activities"
EG3793064389,Delta Trading Ltd.,F,Construction,F4210,1,2007,2021,7750502.0,medium,Construction of roads and railways
EG9056051769,Pyramid Plastics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2009,10000,3714622.0,medium,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG2460058251,Pyramid Trading LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2010,2011,3010891.0,medium,Retail sale of games and toys in specialized stores
EG4040580666,Cairo Plastics Co.,Q,Human health and social work activities,Q8610,0,2015,10000,4063599.0,medium,Hospital activities
EG7326523386,Pyramid Chem LLC,K,Financial and insurance activities,K6411,0,2019,10000,3358583.0,medium,Central banking
EG8347129438,Alex Chem Co.,I,Accommodation and food service activities,I5510,0,2023,10000,1414761.0,small,Short term accommodation activities
EG5373668865,Horus Chem SAE,A,"Agriculture, forestry and fishing",A0240,1,2018,10000,4998177.0,small,Support services to forestry
EG7216486178,Sinai Trading LLC,M,"Professional, scientific and technical activities",M7500,0,2018,2023,168942.0,small,Veterinary activities
EG7807835345,Sinai Services Ltd.,C,Manufacturing,C2733,1,2016,10000,6376001.0,medium,Manufacture of wiring devices
EG6260481967,Alex Textiles LLC,A,"Agriculture, forestry and fishing",A0220,1,2012,10000,11438990.0,medium,Logging
EG6865096032,Sinai Tech LLC,N,Administrative and support service activities,N8129,0,2022,10000,1180760.0,small,Other building and industrial cleaning activities
EG4554925777,Nile Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4653,0,2011,10000,4292490.0,medium,"Wholesale of agricultural machinery, equipment and supplies"
EG1009387076,Nile Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4630,0,2005,10000,763343.0,small,"Wholesale of food, beverages and tobacco"
EG1024192813,Lotus Textiles LLC,D,"Electricity, gas, steam and air conditioning supply",D3510,1,2006,10000,6045572.0,medium,"Electric power generation, transmission and distribution"
EG1738258651,Lotus Textiles Ltd.,M,"Professional, scientific and technical activities",M7220,0,2017,10000,4187917.0,medium,Research and experimental development on social sciences and humanities
EG6750496285,Nile Foods Co.,I,Accommodation and food service activities,I5520,0,2020,10000,4225693.0,medium,"Camping grounds, recreational vehicle parks and trailer parks"
EG3953295579,Nile Textiles Ltd.,P,Education,P8542,0,2022,10000,1068138.0,small,Cultural education
EG9950736533,Delta Services Co.,Q,Human health and social work activities,Q8620,0,2005,10000,3410380.0,medium,Medical and dental practice activities
EG1609841308,Delta Logistics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2005,2018,4587013.0,medium,"Wholesale of computers, computer peripheral equipment and software"
EG6316230917,Delta Steel Ltd.,M,"Professional, scientific and technical activities",M6920,0,2013,2023,4779858.0,medium,"Accounting, bookkeeping and auditing activities; tax consultancy"
EG1875455379,Sinai Chem Co.,F,Construction,F4312,1,2015,10000,8952188.0,medium,Site preparation
EG1693841003,Lotus Trading SAE,S,Other service activities,S9412,0,2021,10000,3178075.0,medium,Activities of professional membership organizations
EG7864100455,Sinai Tech LLC,M,"Professional, scientific and technical activities",M7210,0,2017,10000,3842790.0,medium,Research and experimental development on natural sciences and engineering
EG7392665683,Sinai Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2010,10000,2665395.0,small,Other retail sale of new goods in specialized stores
EG9323321045,Misr Plastics LLC,C,Manufacturing,C3250,1,2011,10000,636965.0,small,Manufacture of medical and dental instruments and supplies
EG4095232606,Cairo Services LLC,A,"Agriculture, forestry and fishing",A0112,1,2016,10000,12893772.0,medium,Growing of rice
EG4918400170,Giza Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2008,10000,3539570.0,medium,Maintenance and repair of motor vehicles
EG6687858911,Nile Logistics LLC,M,"Professional, scientific and technical activities",M6920,0,2014,10000,2919286.0,small,"Accounting, bookkeeping and auditing activities; tax consultancy"
EG2611445035,Alex Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2006,10000,1383021.0,small,Wholesale of electronic and telecommunications equipment and parts
EG4866072967,Nile Textiles Ltd.,S,Other service activities,S9602,0,2013,10000,3924960.0,medium,Hairdressing and other beauty treatment
EG2170833459,Pyramid Trading SAE,F,Construction,F4390,1,2012,10000,12267337.0,medium,Other specialized construction activities
EG1336075713,Sinai Trading Co.,U,Activities of extraterritorial organizations and bodies,U9900,0,2012,10000,3064102.0,medium,Activities of extraterritorial organizations and bodies
EG2184175924,Lotus Plastics SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4659,0,2022,10000,2932417.0,small,Wholesale of other machinery and equipment
EG2524274209,Lotus Trading SAE,F,Construction,F4321,1,2021,10000,10890708.0,medium,Electrical installation
EG1827834503,Horus Foods SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4669,0,2021,10000,1664780.0,small,Wholesale of waste and scrap and other products n.e.c.
EG6490788973,Delta Services LLC,C,Manufacturing,C2670,1,2016,10000,169690.0,small,Manufacture of optical instruments and photographic equipment
EG5735363776,Horus Trading Co.,F,Construction,F4330,1,2005,10000,4880688.0,small,Building completion and finishing
EG3433430070,Pyramid Chem SAE,F,Construction,F4290,1,2005,10000,10205565.0,medium,Construction of other civil engineering projects
EG7625774696,Horus Foods Co.,A,"Agriculture, forestry and fishing",A0126,1,2008,10000,258759.0,small,Growing of oleaginous fruits
EG5958556175,Lotus Foods LLC,C,Manufacturing,C2022,1,2018,10000,12853819.0,medium,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
EG1462701472,Horus Steel SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2012,10000,585608.0,small,"Other retail sale not in stores, stalls or markets"
EG4054044981,Giza Plastics SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2019,10000,4618168.0,medium,Other retail sale in non-specialized stores
EG5544843971,Delta Plastics SAE,C,Manufacturing,C1812,1,2022,10000,979715.0,small,Service activities related to printing
EG3448986769,Cairo Foods Ltd.,M,"Professional, scientific and technical activities",M7490,0,2015,10000,2831290.0,small,"Other professional, scientific and technical activities n.e.c."
EG3359317775,Cairo Services Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2010,10000,510988.0,small,Wholesale of agricultural raw materials and live animals
EG9890524859,Horus Chem Co.,F,Construction,F4290,1,2023,10000,14013472.0,medium,Construction of other civil engineering projects
EG4174776122,Nile Foods SAE,Q,Human health and social work activities,Q8620,0,2014,10000,4743041.0,medium,Medical and dental practice activities
EG5282474824,Delta Tech Ltd.,F,Construction,F4100,1,2023,10000,2251887.0,small,Construction of buildings
EG8899101345,Cairo Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4752,0,2012,10000,3170635.0,medium,"Retail sale of hardware, paints and glass in specialized stores"
EG8608409550,Lotus Services SAE,H,Transportation and storage,H5022,0,2017,10000,217868.0,small,Inland freight water transport
EG1174339808,Delta Steel Ltd.,A,"Agriculture, forestry and fishing",A0210,1,2008,10000,1490907.0,small,Silviculture and other forestry activities
EG7638140633,Nile Agri Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4653,0,2024,10000,1189121.0,small,"Wholesale of agricultural machinery, equipment and supplies"
EG5576151097,Lotus Agri Ltd.,S,Other service activities,S9492,0,2020,10000,4803041.0,medium,Activities of political organizations
EG1468779911,Horus Textiles LLC,S,Other service activities,S9521,0,2012,10000,4672106.0,medium,Repair of consumer electronics
EG7628271677,Lotus Tech Ltd.,A,"Agriculture, forestry and fishing",A0143,1,2011,2013,732670.0,small,Raising of camels and camelids
EG2904875161,Sinai Tech Ltd.,A,"Agriculture, forestry and fishing",A0116,1,2014,10000,4770190.0,small,Growing of fibre crops
EG2026714397,Lotus Trading LLC,N,Administrative and support service activities,N8220,0,2014,2022,2960246.0,small,Activities of call centres
EG8773914768,Giza Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4653,0,2014,10000,1248465.0,small,"Wholesale of agricultural machinery, equipment and supplies"
EG8608184614,Giza Logistics Ltd.,H,Transportation and storage,H5310,0,2022,10000,3873770.0,medium,Postal activities
EG6323274312,Sinai Services Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2015,10000,1510647.0,small,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
EG3820176191,Misr Services Co.,A,"Agriculture, forestry and fishing",A0121,1,2006,10000,6175527.0,medium,Growing of grapes
EG2722671332,Horus Textiles Ltd.,L,Real estate activities,L6820,0,2013,10000,3230277.0,medium,Real estate activities on a fee or contract basis
EG9645200544,Alex Agri Ltd.,J,Information and communication,J6120,0,2013,10000,4241808.0,medium,Wireless telecommunications activities
EG8365854534,Alex Textiles LLC,C,Manufacturing,C1920,1,2006,10000,12153464.0,medium,Manufacture of refined petroleum products
EG4597791695,Pyramid Services Co.,I,Accommodation and food service activities,I5510,0,2016,10000,4998620.0,medium,Short term accommodation activities
EG4543557520,Lotus Foods SAE,F,Construction,F4322,1,2021,10000,5282084.0,medium,"Plumbing, heat and air-conditioning installation"
EG2225271927,Delta Foods SAE,J,Information and communication,J5811,0,2006,10000,3081294.0,medium,Book publishing
EG4238133746,Cairo Foods Co.,L,Real estate activities,L6810,0,2019,10000,1875908.0,small,Real estate activities with own or leased property
EG9877397399,Misr Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2018,10000,3355357.0,medium,"Other retail sale not in stores, stalls or markets"
EG5228937820,Alex Logistics Ltd.,F,Construction,F4210,1,2023,10000,10598194.0,medium,Construction of roads and railways
EG6388882653,Cairo Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2011,10000,2621706.0,small,Retail sale of games and toys in specialized stores
EG3934067253,Cairo Tech LLC,C,Manufacturing,C2021,1,2005,10000,7594835.0,medium,Manufacture of pesticides and other agrochemical products
EG4339436903,Horus Textiles Co.,M,"Professional, scientific and technical activities",M7490,0,2013,10000,538206.0,small,"Other professional, scientific and technical activities n.e.c."
EG4816933843,Pyramid Foods Co.,N,Administrative and support service activities,N7740,0,2011,10000,246129.0,small,"Leasing of intellectual property and similar products, except copyrighted works"
EG5823649886,Alex Chem Co.,I,Accommodation and food service activities,I5510,0,2018,2022,3671696.0,medium,Short term accommodation activities
EG5446078871,Alex Agri SAE,A,"Agriculture, forestry and fishing",A0111,1,2011,10000,2062861.0,small,"Growing of cereals (except rice), leguminous crops and oil seeds"
EG2115973107,Pyramid Plastics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2018,10000,839935.0,small,Other retail sale of new goods in specialized stores
EG2251716434,Misr Chem Ltd.,H,Transportation and storage,H4923,0,2011,10000,4423057.0,medium,Freight transport by road
EG1756584942,Misr Tech LLC,F,Construction,F4210,1,2005,10000,4569559.0,small,Construction of roads and railways
EG4828354599,Delta Logistics Ltd.,A,"Agriculture, forestry and fishing",A0163,1,2020,10000,14215347.0,medium,Post-harvest crop activities
EG5074931922,Giza Steel LLC,J,Information and communication,J6311,0,2015,10000,3801972.0,medium,"Data processing, hosting and related activities"
EG9913259812,Cairo Foods SAE,A,"Agriculture, forestry and fishing",A0124,1,2007,10000,3538211.0,small,Growing of pome fruits and stone fruits
