الرقم_الضريبي,name_ar,isic_section,الفرع_كود,is_industrial,start_year,close_year,رأس_المال_المدفوع_جنيه,فئة_SME_أولية,branches,المجموع_كود,القسم_كود,الفرع,المجموع,القسم,القطاع,اسم_الشركة
863854656,النيل زراعة ش.م.م,L,L6820,0,2012,2022,1161871.0,small,1,L68,L6,,,,الأنشطة العقارية,النيل زراعة ش.م.م
249705401,مصر تجارة ش.ذ.م.م,G,G4520,0,2013,10000,3553294.0,medium,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر تجارة ش.ذ.م.م
381616397,سيناء بلاستيك ش.ذ.م.م,K,K6499,0,2021,10000,2287957.0,small,1,K64,K6,,,,الأنشطة المالية وأنشطة التأمين,سيناء بلاستيك ش.ذ.م.م
371888652,الإسكندرية منسوجات محدودة,G,G4771,0,2011,10000,3803735.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية منسوجات محدودة
409680932,الإسكندرية كيماويات ش.م.م,G,G4652,0,2018,10000,1887657.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية كيماويات ش.م.م
818126124,الإسكندرية بلاستيك محدودة,C,C2310,1,2007,10000,4844955.0,small,1,C23,C2,,,,الصناعة التحويلية,الإسكندرية بلاستيك محدودة
778053126,سيناء كيماويات ذ.م.م,G,G4774,0,2012,10000,3240418.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء كيماويات ذ.م.م
304098249,الجيزة أغذية ش.ذ.م.م,G,G4759,0,2007,10000,3473122.0,medium,4,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة أغذية ش.ذ.م.م
881072572,حورس تقنية محدودة,A,A0163,1,2022,10000,455447.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,حورس تقنية محدودة
315886313,الدلتا كيماويات ذ.م.م,H,H5210,0,2010,10000,1454168.0,small,1,H52,H5,,,,النقل والتخزين,الدلتا كيماويات ذ.م.م
954910954,الجيزة أغذية ش.م.م,C,C2829,1,2011,10000,9100543.0,medium,1,C28,C2,,,,الصناعة التحويلية,الجيزة أغذية ش.م.م
949900486,القاهرة كيماويات محدودة,F,F4329,1,2021,10000,11346593.0,medium,1,F43,F4,,,,التشييد والبناء,القاهرة كيماويات محدودة
704095623,القاهرة أغذية ذ.م.م,G,G4711,0,2020,10000,4676125.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة أغذية ذ.م.م
586892422,الإسكندرية لوجستيات ذ.م.م,N,N8220,0,2010,10000,333393.0,small,8,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الإسكندرية لوجستيات ذ.م.م
385487335,سيناء تجارة ش.ذ.م.م,G,G4651,0,2018,10000,70613.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء تجارة ش.ذ.م.م
278293027,الإسكندرية منسوجات ش.ذ.م.م,A,A0220,1,2014,10000,14021184.0,medium,1,A02,A0,,,,الزراعة والحراجة وصيد الأسماك,الإسكندرية منسوجات ش.ذ.م.م
201799522,الإسكندرية تقنية ش.م.م,G,G4771,0,2011,10000,1760510.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية تقنية ش.م.م
284389031,الأهرام أغذية ذ.م.م,E,E3700,1,2015,10000,12591479.0,medium,1,E37,E3,,,,إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,الأهرام أغذية ذ.م.م
889679453,القاهرة زراعة محدودة,C,C3211,1,2007,10000,3522800.0,small,2,C32,C3,,,,الصناعة التحويلية,القاهرة زراعة محدودة
515613208,النيل أغذية ذ.م.م,Q,Q8620,0,2010,2015,4899047.0,medium,1,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,النيل أغذية ذ.م.م
975378745,سيناء لوجستيات محدودة,C,C1394,1,2016,10000,4096251.0,small,1,C13,C1,,,,الصناعة التحويلية,سيناء لوجستيات محدودة
746403432,الأهرام منسوجات محدودة,D,D3530,1,2012,2019,99327.0,small,1,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,الأهرام منسوجات محدودة
409297162,اللوتس تقنية ش.م.م,C,C1621,1,2017,2021,12475095.0,medium,1,C16,C1,,,,الصناعة التحويلية,اللوتس تقنية ش.م.م
559936761,مصر منسوجات ش.ذ.م.م,F,F4290,1,2008,10000,2607397.0,small,1,F42,F4,,,,التشييد والبناء,مصر منسوجات ش.ذ.م.م
870673683,مصر منسوجات محدودة,A,A0116,1,2023,10000,6514700.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,مصر منسوجات محدودة
277524613,حورس منسوجات ش.ذ.م.م,G,G4690,0,2011,10000,4898629.0,medium,2,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس منسوجات ش.ذ.م.م
668386411,سيناء زراعة ش.ذ.م.م,L,L6810,0,2015,10000,2636798.0,small,1,L68,L6,,,,الأنشطة العقارية,سيناء زراعة ش.ذ.م.م
986119466,الجيزة بلاستيك ش.م.م,G,G4771,0,2015,10000,3518414.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة بلاستيك ش.م.م
707410027,النيل صلب ش.ذ.م.م,I,I5630,0,2012,10000,955990.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,النيل صلب ش.ذ.م.م
427892524,اللوتس لوجستيات ش.م.م,M,M6920,0,2023,10000,388456.0,small,1,M69,M6,,,,الأنشطة المهنية والعلمية والتقنية,اللوتس لوجستيات ش.م.م
554501882,الجيزة كيماويات ش.ذ.م.م,H,H5022,0,2020,2031,1115797.0,small,1,H50,H5,,,,النقل والتخزين,الجيزة كيماويات ش.ذ.م.م
534229605,النيل صلب محدودة,C,C2220,1,2023,10000,8949652.0,medium,1,C22,C2,,,,الصناعة التحويلية,النيل صلب محدودة
799298664,القاهرة خدمات ذ.م.م,M,M7500,0,2020,10000,4853362.0,medium,1,M75,M7,,,,الأنشطة المهنية والعلمية والتقنية,القاهرة خدمات ذ.م.م
896993467,القاهرة تقنية ش.م.م,S,S9601,0,2013,10000,1714725.0,small,1,S96,S9,,,,أنشطة الخدمات الأخرى,القاهرة تقنية ش.م.م
361719952,الدلتا بلاستيك ش.م.م,S,S9524,0,2012,10000,4451957.0,medium,8,S95,S9,,,,أنشطة الخدمات الأخرى,الدلتا بلاستيك ش.م.م
268476058,الدلتا زراعة محدودة,E,E3830,1,2023,10000,2059344.0,small,1,E38,E3,,,,إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,الدلتا زراعة محدودة
585931964,سيناء صلب ش.م.م,N,N8219,0,2007,10000,4491009.0,medium,3,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,سيناء صلب ش.م.م
376246940,النيل منسوجات ش.م.م,F,F4329,1,2018,10000,3323806.0,small,1,F43,F4,,,,التشييد والبناء,النيل منسوجات ش.م.م
876985993,اللوتس منسوجات ذ.م.م,F,F4312,1,2024,10000,11618637.0,medium,1,F43,F4,,,,التشييد والبناء,اللوتس منسوجات ذ.م.م
638994282,سيناء زراعة ذ.م.م,G,G4763,0,2019,10000,3162694.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء زراعة ذ.م.م
648214001,الأهرام لوجستيات محدودة,I,I5610,0,2011,10000,1812810.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,الأهرام لوجستيات محدودة
200706668,مصر خدمات ش.ذ.م.م,G,G4510,0,2008,10000,692596.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر خدمات ش.ذ.م.م
752858008,حورس تقنية ش.ذ.م.م,F,F4290,1,2006,10000,3967765.0,small,1,F42,F4,,,,التشييد والبناء,حورس تقنية ش.ذ.م.م
513384828,الدلتا زراعة ش.م.م,G,G4730,0,2017,10000,1737073.0,small,3,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا زراعة ش.م.م
715778505,الإسكندرية تجارة ذ.م.م,A,A0230,1,2019,10000,6497213.0,medium,1,A02,A0,,,,الزراعة والحراجة وصيد الأسماك,الإسكندرية تجارة ذ.م.م
693236339,النيل تجارة ش.م.م,G,G4774,0,2023,10000,3706407.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل تجارة ش.م.م
659752750,مصر كيماويات ش.م.م,I,I5590,0,2014,10000,2765881.0,small,5,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,مصر كيماويات ش.م.م
355718201,مصر منسوجات ش.ذ.م.م,G,G4510,0,2024,10000,3040545.0,medium,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر منسوجات ش.ذ.م.م
435108882,حورس تقنية ذ.م.م,S,S9529,0,2013,10000,779378.0,small,1,S95,S9,,,,أنشطة الخدمات الأخرى,حورس تقنية ذ.م.م
835795100,الجيزة تقنية ذ.م.م,L,L6810,0,2024,10000,4682510.0,medium,1,L68,L6,,,,الأنشطة العقارية,الجيزة تقنية ذ.م.م
132568870,مصر أغذية ش.م.م,G,G4741,0,2016,10000,415954.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر أغذية ش.م.م
572876802,سيناء تقنية محدودة,G,G4730,0,2013,10000,465425.0,small,2,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء تقنية محدودة
451517337,الدلتا خدمات محدودة,G,G4762,0,2018,10000,629895.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا خدمات محدودة
485611033,الجيزة تجارة محدودة,C,C2211,1,2008,10000,12240476.0,medium,1,C22,C2,,,,الصناعة التحويلية,الجيزة تجارة محدودة
574917706,النيل صلب محدودة,G,G4771,0,2011,10000,3496785.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل صلب محدودة
792290818,الدلتا منسوجات محدودة,I,I5629,0,2020,10000,3676763.0,medium,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,الدلتا منسوجات محدودة
687780489,مصر خدمات ش.م.م,G,G4641,0,2016,2027,2128954.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر خدمات ش.م.م
100872949,النيل صلب ذ.م.م,C,C3312,1,2016,10000,1515715.0,small,1,C33,C3,,,,الصناعة التحويلية,النيل صلب ذ.م.م
479400071,الأهرام أغذية ذ.م.م,G,G4742,0,2016,10000,984386.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام أغذية ذ.م.م
922785353,النيل أغذية ذ.م.م,D,D3530,1,2008,10000,13330382.0,medium,1,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,النيل أغذية ذ.م.م
591935211,اللوتس أغذية ش.ذ.م.م,G,G4659,0,2020,10000,2982946.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس أغذية ش.ذ.م.م
587604481,الجيزة كيماويات ش.ذ.م.م,C,C1104,1,2016,2021,2635787.0,small,1,C11,C1,,,,الصناعة التحويلية,الجيزة كيماويات ش.ذ.م.م
920368092,سيناء لوجستيات ش.م.م,G,G4799,0,2014,10000,2123903.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء لوجستيات ش.م.م
135031277,الجيزة تجارة ش.ذ.م.م,G,G4610,0,2015,10000,3083806.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة تجارة ش.ذ.م.م
590032935,النيل كيماويات ش.ذ.م.م,F,F4329,1,2017,2025,563020.0,small,1,F43,F4,,,,التشييد والبناء,النيل كيماويات ش.ذ.م.م
100149975,اللوتس كيماويات ش.م.م,I,I5590,0,2017,2030,564733.0,small,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,اللوتس كيماويات ش.م.م
205343568,الجيزة كيماويات ش.ذ.م.م,P,P8549,0,2006,10000,2581692.0,small,3,P85,P8,,,,التعليم,الجيزة كيماويات ش.ذ.م.م
680930310,حورس لوجستيات ذ.م.م,G,G4772,0,2016,10000,2856151.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس لوجستيات ذ.م.م
535820151,حورس أغذية ش.م.م,G,G4763,0,2007,10000,1271378.0,small,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس أغذية ش.م.م
655206097,الجيزة بلاستيك محدودة,K,K6420,0,2010,2011,460959.0,small,1,K64,K6,,,,الأنشطة المالية وأنشطة التأمين,الجيزة بلاستيك محدودة
610123114,الإسكندرية خدمات ش.ذ.م.م,L,L6820,0,2023,10000,4862491.0,medium,1,L68,L6,,,,الأنشطة العقارية,الإسكندرية خدمات ش.ذ.م.م
786099462,سيناء كيماويات ش.ذ.م.م,F,F4311,1,2020,10000,2771322.0,small,3,F43,F4,,,,التشييد والبناء,سيناء كيماويات ش.ذ.م.م
720039004,الأهرام كيماويات ش.ذ.م.م,G,G4752,0,2012,10000,233931.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام كيماويات ش.ذ.م.م
780370830,اللوتس منسوجات ش.م.م,C,C2826,1,2020,10000,6144334.0,medium,1,C28,C2,,,,الصناعة التحويلية,اللوتس منسوجات ش.م.م
694469620,حورس زراعة محدودة,L,L6820,0,2013,10000,2356425.0,small,1,L68,L6,,,,الأنشطة العقارية,حورس زراعة محدودة
478314492,مصر كيماويات ش.ذ.م.م,G,G4620,0,2024,10000,1169996.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر كيماويات ش.ذ.م.م
218621192,اللوتس زراعة محدودة,N,N7830,0,2014,10000,3495063.0,medium,1,N78,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,اللوتس زراعة محدودة
369998163,الإسكندرية صلب ش.ذ.م.م,G,G4663,0,2006,10000,4110581.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية صلب ش.ذ.م.م
185698064,الجيزة كيماويات ش.ذ.م.م,G,G4782,0,2024,10000,1985959.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة كيماويات ش.ذ.م.م
652510225,الأهرام أغذية محدودة,P,P8542,0,2015,10000,1066032.0,small,1,P85,P8,,,,التعليم,الأهرام أغذية محدودة
749355390,القاهرة كيماويات ذ.م.م,A,A0115,1,2010,10000,3329691.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,القاهرة كيماويات ذ.م.م
111665156,الإسكندرية أغذية ش.م.م,G,G4799,0,2006,2008,3689540.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية أغذية ش.م.م
414863542,القاهرة زراعة محدودة,G,G4763,0,2021,10000,651082.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة زراعة محدودة
375107815,الإسكندرية زراعة محدودة,G,G4719,0,2023,2036,2836047.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية زراعة محدودة
813706792,الدلتا كيماويات ذ.م.م,K,K6530,0,2012,10000,1017718.0,small,5,K65,K6,,,,الأنشطة المالية وأنشطة التأمين,الدلتا كيماويات ذ.م.م
565895868,القاهرة تجارة ش.ذ.م.م,L,L6820,0,2009,10000,4014295.0,medium,1,L68,L6,,,,الأنشطة العقارية,القاهرة تجارة ش.ذ.م.م
404130349,الأهرام لوجستيات ش.م.م,J,J6020,0,2013,10000,61339.0,small,1,J60,J6,,,,المعلومات والاتصالات,الأهرام لوجستيات ش.م.م
223659915,مصر زراعة ش.ذ.م.م,G,G4690,0,2011,10000,4361722.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر زراعة ش.ذ.م.م
532178447,النيل منسوجات ش.ذ.م.م,G,G4652,0,2013,10000,4742170.0,medium,8,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل منسوجات ش.ذ.م.م
781359636,الجيزة خدمات ش.ذ.م.م,C,C1511,1,2010,10000,5841519.0,medium,1,C15,C1,,,,الصناعة التحويلية,الجيزة خدمات ش.ذ.م.م
984740449,الجيزة منسوجات ذ.م.م,B,B0892,1,2006,10000,11605089.0,medium,1,B08,B0,,,,التعدين واستغلال المحاجر,الجيزة منسوجات ذ.م.م
959852244,سيناء خدمات ش.م.م,B,B0620,1,2011,10000,4051198.0,small,1,B06,B0,,,,التعدين واستغلال المحاجر,سيناء خدمات ش.م.م
540652361,سيناء زراعة ش.م.م,L,L6820,0,2018,2023,458431.0,small,1,L68,L6,,,,الأنشطة العقارية,سيناء زراعة ش.م.م
541406377,الجيزة أغذية ذ.م.م,G,G4620,0,2020,10000,4503593.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة أغذية ذ.م.م
437273504,مصر لوجستيات ش.ذ.م.م,G,G4752,0,2006,2018,1969998.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر لوجستيات ش.ذ.م.م
828326104,القاهرة كيماويات ذ.م.م,I,I5590,0,2011,10000,4085667.0,medium,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,القاهرة كيماويات ذ.م.م
785229136,النيل زراعة ش.ذ.م.م,J,J5819,0,2012,10000,2918316.0,small,1,J58,J5,,,,المعلومات والاتصالات,النيل زراعة ش.ذ.م.م
603518313,القاهرة بلاستيك ذ.م.م,I,I5630,0,2010,2016,3480466.0,medium,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,القاهرة بلاستيك ذ.م.م
606725278,النيل تجارة ش.ذ.م.م,G,G4771,0,2019,10000,4915721.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل تجارة ش.ذ.م.م
176469300,القاهرة بلاستيك ش.ذ.م.م,L,L6820,0,2019,2025,3981286.0,medium,1,L68,L6,,,,الأنشطة العقارية,القاهرة بلاستيك ش.ذ.م.م
178891059,مصر منسوجات ش.م.م,C,C1313,1,2023,10000,3092339.0,small,1,C13,C1,,,,الصناعة التحويلية,مصر منسوجات ش.م.م
657207578,الأهرام خدمات ش.ذ.م.م,I,I5621,0,2008,10000,501191.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,الأهرام خدمات ش.ذ.م.م
330870003,حورس خدمات ش.م.م,G,G4764,0,2014,10000,3187354.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس خدمات ش.م.م
876597374,اللوتس لوجستيات محدودة,C,C2599,1,2011,10000,3913954.0,small,1,C25,C2,,,,الصناعة التحويلية,اللوتس لوجستيات محدودة
830488854,الإسكندرية تجارة محدودة,J,J5913,0,2024,10000,3704658.0,medium,6,J59,J5,,,,المعلومات والاتصالات,الإسكندرية تجارة محدودة
790454591,مصر خدمات ش.ذ.م.م,O,O8422,0,2020,10000,4660061.0,medium,1,O84,O8,,,,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,مصر خدمات ش.ذ.م.م
818191953,الجيزة تجارة محدودة,C,C2591,1,2005,10000,13139559.0,medium,9,C25,C2,,,,الصناعة التحويلية,الجيزة تجارة محدودة
337128692,النيل بلاستيك ش.م.م,C,C1040,1,2021,2028,8511779.0,medium,1,C10,C1,,,,الصناعة التحويلية,النيل بلاستيك ش.م.م
444254612,اللوتس أغذية ذ.م.م,G,G4530,0,2009,10000,881434.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس أغذية ذ.م.م
515341867,مصر خدمات ش.ذ.م.م,G,G4641,0,2023,10000,3479493.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر خدمات ش.ذ.م.م
248582923,سيناء أغذية ش.ذ.م.م,C,C2680,1,2016,10000,3599211.0,small,1,C26,C2,,,,الصناعة التحويلية,سيناء أغذية ش.ذ.م.م
380523020,الجيزة أغذية محدودة,F,F4290,1,2022,10000,4983565.0,small,1,F42,F4,,,,التشييد والبناء,الجيزة أغذية محدودة
727809711,الجيزة صلب ش.م.م,G,G4641,0,2016,2023,3520658.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة صلب ش.م.م
272992062,القاهرة لوجستيات ش.ذ.م.م,C,C2393,1,2024,10000,1527226.0,small,1,C23,C2,,,,الصناعة التحويلية,القاهرة لوجستيات ش.ذ.م.م
767657573,سيناء صلب ش.م.م,G,G4772,0,2007,10000,3485029.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء صلب ش.م.م
617669096,حورس زراعة ذ.م.م,C,C2812,1,2016,10000,2904159.0,small,1,C28,C2,,,,الصناعة التحويلية,حورس زراعة ذ.م.م
989229308,مصر كيماويات محدودة,I,I5630,0,2007,10000,1784071.0,small,2,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,مصر كيماويات محدودة
192386569,الإسكندرية أغذية ش.م.م,H,H5012,0,2005,10000,2122747.0,small,1,H50,H5,,,,النقل والتخزين,الإسكندرية أغذية ش.م.م
825562405,الجيزة خدمات ش.ذ.م.م,K,K6530,0,2011,10000,3569604.0,medium,1,K65,K6,,,,الأنشطة المالية وأنشطة التأمين,الجيزة خدمات ش.ذ.م.م
208108084,الأهرام بلاستيك محدودة,Q,Q8720,0,2023,10000,1219322.0,small,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,الأهرام بلاستيك محدودة
218002737,اللوتس تجارة محدودة,R,R9200,0,2011,10000,1831640.0,small,1,R92,R9,,,,الفنون والترفيه والتسلية,اللوتس تجارة محدودة
817389391,اللوتس منسوجات محدودة,L,L6820,0,2018,10000,2209939.0,small,1,L68,L6,,,,الأنشطة العقارية,اللوتس منسوجات محدودة
994017037,اللوتس منسوجات ش.م.م,G,G4723,0,2013,10000,4149265.0,medium,4,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس منسوجات ش.م.م
984577938,الأهرام لوجستيات ش.ذ.م.م,J,J6020,0,2016,10000,1924031.0,small,1,J60,J6,,,,المعلومات والاتصالات,الأهرام لوجستيات ش.ذ.م.م
423663599,القاهرة زراعة ذ.م.م,G,G4772,0,2013,10000,231225.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة زراعة ذ.م.م
826678239,سيناء تجارة محدودة,J,J6311,0,2009,10000,4148083.0,medium,1,J63,J6,,,,المعلومات والاتصالات,سيناء تجارة محدودة
217421036,اللوتس لوجستيات ش.م.م,H,H4921,0,2015,10000,4246039.0,medium,1,H49,H4,,,,النقل والتخزين,اللوتس لوجستيات ش.م.م
696952360,مصر تقنية ذ.م.م,H,H5110,0,2019,10000,454321.0,small,1,H51,H5,,,,النقل والتخزين,مصر تقنية ذ.م.م
945914908,النيل كيماويات ش.ذ.م.م,C,C2660,1,2016,10000,5336588.0,medium,1,C26,C2,,,,الصناعة التحويلية,النيل كيماويات ش.ذ.م.م
347420489,حورس بلاستيك ش.ذ.م.م,L,L6820,0,2021,10000,1107751.0,small,1,L68,L6,,,,الأنشطة العقارية,حورس بلاستيك ش.ذ.م.م
769366226,الإسكندرية أغذية ش.م.م,C,C1391,1,2022,10000,5854894.0,medium,1,C13,C1,,,,الصناعة التحويلية,الإسكندرية أغذية ش.م.م
317119693,الجيزة تجارة محدودة,L,L6820,0,2012,10000,3688180.0,medium,1,L68,L6,,,,الأنشطة العقارية,الجيزة تجارة محدودة
269834368,حورس بلاستيك محدودة,Q,Q8810,0,2022,10000,555681.0,small,1,Q88,Q8,,,,الصحة البشرية والعمل الاجتماعي,حورس بلاستيك محدودة
316073429,سيناء زراعة ذ.م.م,G,G4719,0,2020,10000,656987.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء زراعة ذ.م.م
108246683,القاهرة لوجستيات محدودة,J,J6312,0,2005,10000,1749584.0,small,1,J63,J6,,,,المعلومات والاتصالات,القاهرة لوجستيات محدودة
972645648,حورس بلاستيك ذ.م.م,A,A0125,1,2019,10000,4669790.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,حورس بلاستيك ذ.م.م
265046192,سيناء زراعة ش.م.م,N,N7830,0,2021,10000,3527245.0,medium,7,N78,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,سيناء زراعة ش.م.م
918838663,القاهرة تجارة ش.م.م,F,F4390,1,2018,2032,13094131.0,medium,1,F43,F4,,,,التشييد والبناء,القاهرة تجارة ش.م.م
893852341,النيل منسوجات ش.م.م,C,C1399,1,2007,10000,7093684.0,medium,1,C13,C1,,,,الصناعة التحويلية,النيل منسوجات ش.م.م
242688853,القاهرة كيماويات ذ.م.م,G,G4762,0,2007,10000,846611.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة كيماويات ذ.م.م
349236836,الإسكندرية منسوجات ش.ذ.م.م,C,C1622,1,2022,10000,13290817.0,medium,1,C16,C1,,,,الصناعة التحويلية,الإسكندرية منسوجات ش.ذ.م.م
234685053,الأهرام أغذية محدودة,G,G4540,0,2022,10000,451612.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام أغذية محدودة
222713250,الإسكندرية كيماويات ذ.م.م,D,D3510,1,2014,2025,11415415.0,medium,1,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,الإسكندرية كيماويات ذ.م.م
515885767,القاهرة لوجستيات محدودة,Q,Q8730,0,2012,10000,4328922.0,medium,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,القاهرة لوجستيات محدودة
732129421,سيناء لوجستيات ش.ذ.م.م,N,N8211,0,2019,10000,4692556.0,medium,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,سيناء لوجستيات ش.ذ.م.م
